ngram,rank,freq,cumshare
началось,2649,515066,0.584
ходил,2650,514978,0.584
ценности,2651,514905,0.584
рассматривать,2652,514571,0.584
боялся,2653,514351,0.584
лук,2654,514089,0.584
острова,2655,514088,0.584
принес,2656,514016,0.584
продажи,2657,513991,0.585
последняя,2658,513692,0.585
самих,2659,513441,0.585
поддержки,2660,512656,0.585
настоящему,2661,512646,0.585
миллионов,2662,512543,0.585
кто-нибудь,2663,512499,0.585
законодательством,2664,512413,0.585
видим,2665,512341,0.585
фон,2666,512226,0.585
юноша,2667,512047,0.585
праздник,2668,511468,0.585
обернулся,2669,511467,0.585
Эй,2670,510963,0.585
шанс,2671,510821,0.585
отличается,2672,510766,0.585
формирование,2673,510354,0.585
эффект,2674,510263,0.585
знание,2675,510150,0.585
фотографии,2676,510107,0.585
написать,2677,510096,0.585
рабочего,2678,509817,0.585
методов,2679,509774,0.585
исчез,2680,509629,0.585
лошадь,2681,509503,0.585
капитала,2682,509043,0.585
корабля,2683,508974,0.585
полного,2684,508934,0.585
военного,2685,508683,0.586
обещал,2686,508417,0.586
лошади,2687,508033,0.586
даст,2688,507842,0.586
прошлое,2689,507821,0.586
ткани,2690,507680,0.586
борьба,2691,507410,0.586
любые,2692,507088,0.586
видимому,2693,506652,0.586
горло,2694,505916,0.586
наружу,2695,505878,0.586
принципы,2696,505854,0.586
обороны,2697,505814,0.586
уверенно,2698,505436,0.586
узнала,2699,505306,0.586
стен,2700,505204,0.586
институт,2701,505011,0.586
внешней,2702,504833,0.586
стул,2703,504673,0.586
наконец-то,2704,504411,0.586
фронта,2705,504184,0.586
принимает,2706,504168,0.586
очереди,2707,504132,0.586
млн,2708,504029,0.586
увидели,2709,503920,0.586
генерала,2710,503909,0.586
истины,2711,503809,0.586
похож,2712,503752,0.586
развитии,2713,503651,0.586
братья,2714,503604,0.587
плана,2715,503400,0.587
отказаться,2716,503342,0.587
СПб,2717,503274,0.587
отвечать,2718,503209,0.587
внутреннего,2719,503117,0.587
получает,2720,502599,0.587
женщине,2721,502516,0.587
единого,2722,502326,0.587
жене,2723,502274,0.587
огромные,2724,502254,0.587
короче,2725,502089,0.587
экономического,2726,502020,0.587
подняла,2727,501941,0.587
пытается,2728,501710,0.587
особого,2729,501450,0.587
девять,2730,501414,0.587
родной,2731,501109,0.587
сумел,2732,501072,0.587
признаки,2733,501028,0.587
русская,2734,500764,0.587
оценка,2735,500710,0.587
функция,2736,500418,0.587
встреча,2737,500371,0.587
органами,2738,500256,0.587
входа,2739,499827,0.587
двадцати,2740,499806,0.587
называли,2741,499790,0.587
выполнить,2742,499747,0.587
западной,2743,499578,0.587
расстоянии,2744,499347,0.588
планеты,2745,499294,0.588
собака,2746,499242,0.588
ученые,2747,499099,0.588
политических,2748,499012,0.588
толпа,2749,498899,0.588
успешно,2750,498892,0.588
продолжать,2751,498586,0.588
дам,2752,498563,0.588
ждали,2753,498523,0.588
крупные,2754,498136,0.588
отдела,2755,497392,0.588
детстве,2756,497294,0.588
литературе,2757,497256,0.588
былъ,2758,497180,0.588
используют,2759,496963,0.588
возможностей,2760,496857,0.588
определенной,2761,496470,0.588
эффективности,2762,496256,0.588
представляют,2763,496065,0.588
кабинете,2764,495914,0.588
пытались,2765,494663,0.588
безусловно,2766,494104,0.588
слышать,2767,494084,0.588
выполнение,2768,493783,0.588
политика,2769,493634,0.588
чудо,2770,493628,0.588
бок,2771,493554,0.588
современных,2772,493549,0.588
след,2773,493484,0.589
собрание,2774,493078,0.589
ударил,2775,492691,0.589
норм,2776,492670,0.589
магазин,2777,492666,0.589
исходя,2778,492600,0.589
усилия,2779,492570,0.589
коридор,2780,492568,0.589
удара,2781,492530,0.589
светом,2782,492377,0.589
промышленности,2783,491921,0.589
зла,2784,491745,0.589
срочно,2785,491563,0.589
душ,2786,491342,0.589
долг,2787,491300,0.589
победы,2788,491191,0.589
половины,2789,491073,0.589
команда,2790,491045,0.589
маленькой,2791,490769,0.589
успеха,2792,490458,0.589
переход,2793,490273,0.589
назначения,2794,490270,0.589
встретил,2795,490155,0.589
включает,2796,490021,0.589
еду,2797,489965,0.589
благо,2798,489553,0.589
растения,2799,489358,0.589
соответствующих,2800,489251,0.589
дальнейшем,2801,489151,0.589
фирмы,2802,488939,0.589
ожидал,2803,488854,0.590
поверить,2804,488756,0.590
вопросам,2805,488664,0.590
дорогая,2806,488612,0.590
дар,2807,488106,0.590
принципе,2808,487698,0.590
уголовного,2809,487650,0.590
заставить,2810,487620,0.590
напряжения,2811,487533,0.590
вес,2812,487387,0.590
реальность,2813,487377,0.590
оставался,2814,487224,0.590
нарушения,2815,486952,0.590
исполнительной,2816,486901,0.590
вызвать,2817,486495,0.590
правовой,2818,486246,0.590
пальцев,2819,486119,0.590
отозвался,2820,486106,0.590
лето,2821,486084,0.590
прочие,2822,486010,0.590
добро,2823,485886,0.590
приготовления,2824,485792,0.590
фото,2825,485490,0.590
свободно,2826,484875,0.590
представители,2827,484717,0.590
назвал,2828,484645,0.590
вспомнила,2829,484512,0.590
заключение,2830,484430,0.590
половине,2831,483972,0.590
нигде,2832,483945,0.590
базы,2833,483906,0.591
какого-то,2834,483901,0.591
огнем,2835,483679,0.591
ждала,2836,483331,0.591
ушли,2837,483255,0.591
регистрации,2838,482990,0.591
остатки,2839,482808,0.591
обнаружил,2840,482801,0.591
белых,2841,482566,0.591
спрашивает,2842,482468,0.591
старых,2843,482256,0.591
структура,2844,481877,0.591
вашем,2845,481869,0.591
эпохи,2846,481819,0.591
минимум,2847,481737,0.591
зоны,2848,481716,0.591
рабочий,2849,481669,0.591
член,2850,481290,0.591
имеются,2851,481251,0.591
прошептал,2852,481169,0.591
капитана,2853,481128,0.591
заговорил,2854,480946,0.591
лучших,2855,480910,0.591
бюджета,2856,480755,0.591
задачу,2857,480694,0.591
ребенком,2858,480623,0.591
бытия,2859,480416,0.591
вторую,2860,480206,0.591
живот,2861,480176,0.591
вернулись,2862,479743,0.591
учиться,2863,479680,0.591
обед,2864,479668,0.592
умереть,2865,479161,0.592
километров,2866,478715,0.592
дважды,2867,478589,0.592
отдал,2868,478493,0.592
услышала,2869,478301,0.592
остановилась,2870,478284,0.592
единственным,2871,478220,0.592
шаги,2872,478189,0.592
осуществления,2873,477903,0.592
якобы,2874,477806,0.592
окончания,2875,477775,0.592
вопросу,2876,477771,0.592
знаком,2877,477704,0.592
писатель,2878,477627,0.592
отнюдь,2879,477379,0.592
работой,2880,477273,0.592
выглядел,2881,477126,0.592
существа,2882,477062,0.592
берет,2883,476685,0.592
новом,2884,476611,0.592
еды,2885,476417,0.592
согласен,2886,476365,0.592
подруга,2887,476234,0.592
жалко,2888,476068,0.592
исследование,2889,475967,0.592
защиту,2890,475822,0.592
прочих,2891,475791,0.592
окажется,2892,475387,0.592
уходит,2893,474568,0.592
общих,2894,474514,0.592
сможете,2895,474394,0.593
источников,2896,474374,0.593
суток,2897,474261,0.593
сущность,2898,474198,0.593
отказался,2899,474177,0.593
действует,2900,474061,0.593
послал,2901,474046,0.593
среде,2902,473036,0.593
характеристики,2903,472984,0.593
коротко,2904,472910,0.593
род,2905,472701,0.593
знакомый,2906,472669,0.593
обстоятельств,2907,472663,0.593
существенно,2908,472527,0.593
определенные,2909,472326,0.593
известный,2910,472278,0.593
позицию,2911,472220,0.593
находилась,2912,471949,0.593
определенных,2913,471848,0.593
богатых,2914,471693,0.593
полную,2915,470672,0.593
воспользоваться,2916,470525,0.593
следующей,2917,470454,0.593
используя,2918,470403,0.593
веков,2919,470252,0.593
средствами,2920,470159,0.593
мер,2921,469908,0.593
высокие,2922,469904,0.593
правовых,2923,469775,0.593
принц,2924,469773,0.593
этапе,2925,469629,0.593
друзьями,2926,469484,0.594
находиться,2927,469236,0.594
технологий,2928,469159,0.594
высшего,2929,468920,0.594
избавиться,2930,468661,0.594
решать,2931,468646,0.594
обращения,2932,468626,0.594
банк,2933,468537,0.594
многом,2934,468075,0.594
работают,2935,468073,0.594
брак,2936,468010,0.594
доля,2937,467587,0.594
больных,2938,467500,0.594
морской,2939,467434,0.594
энергию,2940,467322,0.594
кот,2941,467263,0.594
главная,2942,467235,0.594
председатель,2943,466830,0.594
отдельно,2944,466787,0.594
тел,2945,466484,0.594
молчание,2946,465996,0.594
воскликнула,2947,465893,0.594
журнал,2948,465700,0.594
идем,2949,465640,0.594
офицер,2950,465309,0.594
предметов,2951,465168,0.594
участок,2952,465166,0.594
старая,2953,465136,0.594
делах,2954,465054,0.594
высокого,2955,464967,0.594
двора,2956,464960,0.594
определяет,2957,464632,0.595
изображение,2958,464619,0.595
устройства,2959,464272,0.595
кольцо,2960,463945,0.595
документ,2961,463906,0.595
называть,2962,463903,0.595
половина,2963,463808,0.595
способы,2964,463631,0.595
самолет,2965,463508,0.595
особой,2966,463380,0.595
использованием,2967,463248,0.595
иными,2968,463192,0.595
поднялась,2969,463154,0.595
явления,2970,463052,0.595
землей,2971,462943,0.595
особое,2972,462572,0.595
хватило,2973,462523,0.595
годах,2974,462121,0.595
деревне,2975,462075,0.595
объекты,2976,461939,0.595
счета,2977,461821,0.595
объяснил,2978,461794,0.595
встрече,2979,461769,0.595
высокая,2980,461699,0.595
остров,2981,461544,0.595
УК,2982,461425,0.595
недель,2983,461353,0.595
собаки,2984,461159,0.595
карман,2985,461141,0.595
женщиной,2986,461091,0.595
темные,2987,460945,0.595
оборудования,2988,460865,0.595
страсти,2989,460731,0.596
скажешь,2990,460642,0.596
коня,2991,460635,0.596
спал,2992,460413,0.596
чужой,2993,460151,0.596
большинства,2994,459955,0.596
культура,2995,459915,0.596
руководство,2996,459465,0.596
смертью,2997,459228,0.596
учитывая,2998,459174,0.596
большинстве,2999,458914,0.596
шее,3000,458697,0.596
войти,3001,458687,0.596
общественного,3002,458403,0.596
предполагает,3003,458221,0.596
кому-то,3004,458116,0.596
поднять,3005,457998,0.596
высшей,3006,457908,0.596
услышать,3007,457884,0.596
шести,3008,457856,0.596
клиентов,3009,457823,0.596
героя,3010,457553,0.596
лицами,3011,457108,0.596
немцы,3012,456518,0.596
стремление,3013,456275,0.596
разобраться,3014,456105,0.596
веке,3015,455922,0.596
фигура,3016,455895,0.596
одних,3017,455516,0.596
захотелось,3018,455347,0.596
считаю,3019,455073,0.596
хорошие,3020,455035,0.596
кармана,3021,455006,0.597
давление,3022,454682,0.597
зеркало,3023,454522,0.597
дворец,3024,454431,0.597
идей,3025,454338,0.597
мышления,3026,454156,0.597
такому,3027,454113,0.597
воле,3028,453787,0.597
напряжение,3029,453757,0.597
службе,3030,453747,0.597
звонок,3031,453639,0.597
учреждения,3032,453587,0.597
развитию,3033,453414,0.597
бутылку,3034,453043,0.597
прошептала,3035,453040,0.597
услышав,3036,452965,0.597
статье,3037,452920,0.597
научных,3038,452879,0.597
комитета,3039,452839,0.597
заявление,3040,452652,0.597
ложки,3041,452522,0.597
пункта,3042,452514,0.597
деревни,3043,452478,0.597
черная,3044,452402,0.597
клетки,3045,452172,0.597
стадии,3046,452036,0.597
убили,3047,451809,0.597
свобода,3048,451792,0.597
наряду,3049,451670,0.597
звали,3050,451669,0.597
всякое,3051,451562,0.597
строительство,3052,451551,0.597
пределы,3053,451470,0.598
согласилась,3054,451289,0.598
двигаться,3055,451123,0.598
специалистов,3056,451107,0.598
ужин,3057,451080,0.598
лежали,3058,451040,0.598
вплоть,3059,451032,0.598
доктора,3060,451008,0.598
реке,3061,450917,0.598
городу,3062,450848,0.598
механизм,3063,450758,0.598
приняли,3064,450694,0.598
движением,3065,450688,0.598
закрыл,3066,450336,0.598
накануне,3067,450305,0.598
непонятно,3068,450241,0.598
выражения,3069,450167,0.598
дверей,3070,450081,0.598
следующего,3071,450080,0.598
полная,3072,449400,0.598
судьбу,3073,449065,0.598
сперва,3074,448840,0.598
экономических,3075,448758,0.598
неподалеку,3076,448668,0.598
остановить,3077,448649,0.598
мнения,3078,448583,0.598
пищи,3079,448577,0.598
хорошее,3080,448497,0.598
доказать,3081,448354,0.598
зеленый,3082,448318,0.598
делается,3083,448127,0.598
милый,3084,447358,0.598
доходов,3085,447318,0.598
местные,3086,447182,0.599
встать,3087,446841,0.599
явление,3088,446817,0.599
правом,3089,446630,0.599
товара,3090,446619,0.599
убийство,3091,446544,0.599
веру,3092,446510,0.599
случая,3093,446459,0.599
телефону,3094,446168,0.599
явился,3095,445918,0.599
актов,3096,445706,0.599
смотрю,3097,445651,0.599
последнюю,3098,445635,0.599
наблюдать,3099,445530,0.599
используются,3100,445505,0.599
получать,3101,445490,0.599
встречу,3102,445459,0.599
изучения,3103,445226,0.599
вели,3104,445181,0.599
милая,3105,444933,0.599
ощущения,3106,444909,0.599
отчасти,3107,444899,0.599
размера,3108,444853,0.599
обеих,3109,444537,0.599
приехали,3110,444179,0.599
продолжает,3111,444082,0.599
двенадцать,3112,443876,0.599
уехал,3113,443869,0.599
студентов,3114,443726,0.599
торговли,3115,443537,0.599
номера,3116,443529,0.599
земель,3117,443494,0.599
мужем,3118,443441,0.599
эмоции,3119,443380,0.600
странное,3120,443098,0.600
практики,3121,442906,0.600
возразил,3122,442874,0.600
твоим,3123,442872,0.600
кожу,3124,442693,0.600
капли,3125,442673,0.600
упала,3126,442570,0.600
национальной,3127,442549,0.600
молчал,3128,442449,0.600
ждут,3129,442302,0.600
хвост,3130,442153,0.600
важным,3131,442139,0.600
российского,3132,442101,0.600
какими,3133,442060,0.600
слушал,3134,441935,0.600
богов,3135,441925,0.600
население,3136,441719,0.600
сигнал,3137,441651,0.600
сидя,3138,441363,0.600
холодной,3139,441277,0.600
сообщения,3140,441234,0.600
мелкие,3141,441136,0.600
дивизии,3142,441128,0.600
воинов,3143,441115,0.600
беда,3144,441072,0.600
слез,3145,440963,0.600
забыла,3146,440749,0.600
выпить,3147,440614,0.600
враг,3148,440350,0.600
толпы,3149,439891,0.600
недолго,3150,439855,0.600
поисках,3151,439730,0.600
понимания,3152,439593,0.601
умеет,3153,439270,0.601
вопросом,3154,439091,0.601
шагом,3155,439043,0.601
появления,3156,438736,0.601
иным,3157,438639,0.601
человеке,3158,438624,0.601
новости,3159,438215,0.601
ЦК,3160,438177,0.601
стану,3161,438165,0.601
исполнение,3162,438138,0.601
ответы,3163,437773,0.601
присутствие,3164,437301,0.601
ходили,3165,437172,0.601
восточной,3166,437046,0.601
окружающей,3167,437032,0.601
разума,3168,436952,0.601
риск,3169,436782,0.601
комната,3170,436781,0.601
луна,3171,436428,0.601
практика,3172,436376,0.601
ул,3173,436351,0.601
считали,3174,436246,0.601
красного,3175,436030,0.601
заключения,3176,435995,0.601
лучший,3177,435941,0.601
травы,3178,435867,0.601
королева,3179,435847,0.601
боевой,3180,435436,0.601
сторона,3181,435428,0.601
извините,3182,435416,0.601
сыном,3183,435331,0.601
ногой,3184,435285,0.601
саду,3185,435220,0.601
ученых,3186,435194,0.602
выяснить,3187,435182,0.602
зимой,3188,434994,0.602
заставил,3189,434981,0.602
обязанностей,3190,434669,0.602
лучшие,3191,434397,0.602
театр,3192,434304,0.602
высоты,3193,434170,0.602
внутренний,3194,433972,0.602
любую,3195,433695,0.602
мяса,3196,433672,0.602
проблему,3197,433604,0.602
закричал,3198,433570,0.602
самоуправления,3199,433391,0.602
телу,3200,433266,0.602
программ,3201,432720,0.602
министерства,3202,432518,0.602
факты,3203,432488,0.602
проверки,3204,432487,0.602
русском,3205,432415,0.602
долю,3206,432268,0.602
стремительно,3207,432263,0.602
виноват,3208,432250,0.602
каких-то,3209,432192,0.602
команду,3210,432130,0.602
военные,3211,432078,0.602
золото,3212,432076,0.602
помог,3213,431977,0.602
повышение,3214,431911,0.602
судов,3215,431894,0.602
основным,3216,431814,0.602
красоты,3217,431733,0.602
схема,3218,431705,0.602
поначалу,3219,431371,0.602
сеть,3220,431074,0.603
кожа,3221,430789,0.603
преимущественно,3222,430572,0.603
духом,3223,430151,0.603
губ,3224,430062,0.603
улыбаясь,3225,430030,0.603
скоростью,3226,429990,0.603
занимался,3227,429979,0.603
основу,3228,429937,0.603
губами,3229,429775,0.603
грех,3230,429759,0.603
рисунок,3231,429590,0.603
чувствует,3232,429580,0.603
умерла,3233,429555,0.603
игру,3234,429036,0.603
красиво,3235,428973,0.603
кабинета,3236,428947,0.603
величество,3237,428688,0.603
судом,3238,428536,0.603
устройство,3239,428399,0.603
объявил,3240,428296,0.603
крест,3241,428155,0.603
полтора,3242,428136,0.603
вообще-то,3243,427781,0.603
хозяйка,3244,427694,0.603
грустно,3245,427649,0.603
храм,3246,427286,0.603
собирается,3247,426906,0.603
древних,3248,426820,0.603
этаж,3249,426681,0.603
фигуры,3250,426602,0.603
графа,3251,426500,0.603
сведений,3252,426481,0.603
вреда,3253,425953,0.603
зала,3254,425869,0.604
выйдет,3255,425868,0.604
фильм,3256,425853,0.604
комплекс,3257,425491,0.604
восток,3258,425467,0.604
кресле,3259,425358,0.604
позвонил,3260,425226,0.604
появилось,3261,425197,0.604
высоких,3262,424713,0.604
оружием,3263,424699,0.604
задумался,3264,424547,0.604
большом,3265,424504,0.604
гор,3266,424466,0.604
происхождения,3267,424395,0.604
запись,3268,424289,0.604
черных,3269,424220,0.604
наверно,3270,424143,0.604
соответствующие,3271,423906,0.604
курсе,3272,423876,0.604
названия,3273,423709,0.604
энергия,3274,423669,0.604
офицеров,3275,423628,0.604
потребности,3276,423612,0.604
пары,3277,423595,0.604
нежно,3278,423478,0.604
рада,3279,423469,0.604
воля,3280,423306,0.604
встретиться,3281,423124,0.604
компаний,3282,423124,0.604
размеров,3283,423088,0.604
стыдно,3284,422930,0.604
общественных,3285,422862,0.604
гражданского,3286,422702,0.604
границу,3287,422672,0.604
станут,3288,422427,0.604
последним,3289,422419,0.605
красивая,3290,422415,0.605
напрасно,3291,422227,0.605
просить,3292,422107,0.605
девушке,3293,422036,0.605
верхней,3294,422008,0.605
регулирования,3295,421697,0.605
создает,3296,421696,0.605
помогать,3297,421688,0.605
весной,3298,421329,0.605
думы,3299,420798,0.605
протянула,3300,420705,0.605
отдыха,3301,420472,0.605
романа,3302,420396,0.605
вынужден,3303,420293,0.605
сыну,3304,420193,0.605
работали,3305,419939,0.605
поезд,3306,419935,0.605
указывает,3307,419917,0.605
сроки,3308,419671,0.605
следующих,3309,419651,0.605
посмотрим,3310,419625,0.605
закону,3311,419623,0.605
возраст,3312,419369,0.605
радостью,3313,419298,0.605
перестал,3314,419270,0.605
тон,3315,419066,0.605
объема,3316,419022,0.605
рыбы,3317,419021,0.605
пороге,3318,418949,0.605
пройдет,3319,418837,0.605
активности,3320,418317,0.605
новому,3321,418143,0.605
показатели,3322,418090,0.605
звучит,3323,417957,0.605
ком,3324,417318,0.606
денежных,3325,417315,0.606
товар,3326,417142,0.606
повсюду,3327,417078,0.606
заболевания,3328,416913,0.606
длинный,3329,416904,0.606
район,3330,416855,0.606
несет,3331,416651,0.606
прекрасный,3332,416405,0.606
предстоит,3333,416304,0.606
рта,3334,416118,0.606
плюс,3335,416038,0.606
судить,3336,415715,0.606
яйца,3337,415664,0.606
старика,3338,415660,0.606
добраться,3339,415521,0.606
сделано,3340,415422,0.606
матерью,3341,415371,0.606
выходу,3342,415365,0.606
обратиться,3343,415356,0.606
доступ,3344,415209,0.606
дайте,3345,415170,0.606
наверх,3346,415150,0.606
статус,3347,415059,0.606
давал,3348,414631,0.606
большими,3349,414593,0.606
перевод,3350,414509,0.606
фонда,3351,414388,0.606
потребностей,3352,414315,0.606
сердцем,3353,414314,0.606
ожидать,3354,414199,0.606
снаружи,3355,414120,0.606
разговоры,3356,414118,0.606
товары,3357,414087,0.606
махнул,3358,414067,0.606
настоящая,3359,414016,0.607
заодно,3360,414000,0.607
гибели,3361,413725,0.607
сферы,3362,413157,0.607
чувствуя,3363,413102,0.607
дама,3364,413088,0.607
воздействие,3365,413026,0.607
бумаг,3366,412801,0.607
плотно,3367,412782,0.607
сделаю,3368,412454,0.607
сопротивление,3369,412058,0.607
стоя,3370,411625,0.607
кресла,3371,411578,0.607
мышцы,3372,411540,0.607
величины,3373,411452,0.607
армию,3374,411258,0.607
позволить,3375,411104,0.607
газа,3376,411064,0.607
крепости,3377,410985,0.607
признаков,3378,410910,0.607
давления,3379,410809,0.607
наблюдения,3380,410602,0.607
вернется,3381,410489,0.607
заметив,3382,410380,0.607
погиб,3383,410354,0.607
случаи,3384,410272,0.607
усилий,3385,410174,0.607
рассмотрим,3386,410085,0.607
душой,3387,409902,0.607
будьте,3388,409867,0.607
послышался,3389,409796,0.607
взяв,3390,409616,0.607
кнопку,3391,409392,0.607
растет,3392,409299,0.607
упражнения,3393,409278,0.607
попросила,3394,409265,0.607
разом,3395,409252,0.608
учреждений,3396,409221,0.608
привел,3397,409042,0.608
возвращаться,3398,408876,0.608
прибыль,3399,408791,0.608
пустой,3400,408681,0.608
цивилизации,3401,408516,0.608
позволяют,3402,408319,0.608
обучение,3403,408101,0.608
температуры,3404,407128,0.608
участка,3405,407118,0.608
купил,3406,407018,0.608
личной,3407,406804,0.608
советских,3408,406775,0.608
сделает,3409,406769,0.608
корпус,3410,406759,0.608
собственный,3411,406605,0.608
образа,3412,406362,0.608
озера,3413,405833,0.608
занятий,3414,405761,0.608
попыталась,3415,405674,0.608
получив,3416,405667,0.608
стакана,3417,405582,0.608
Беларусь,3418,405510,0.608
старше,3419,405491,0.608
таки,3420,405158,0.608
всякие,3421,405125,0.608
психологии,3422,405024,0.608
третья,3423,404974,0.608
наказание,3424,404958,0.608
основная,3425,404501,0.608
мероприятий,3426,404469,0.608
разными,3427,404220,0.608
замка,3428,404211,0.608
перец,3429,403896,0.608
преступление,3430,403863,0.608
выяснилось,3431,403831,0.609
мужчину,3432,403545,0.609
целиком,3433,403429,0.609
выступает,3434,403205,0.609
становилось,3435,403195,0.609
автомобиль,3436,402971,0.609
северо,3437,402673,0.609
упражнение,3438,402453,0.609
лечение,3439,402352,0.609
близких,3440,402344,0.609
поехали,3441,402237,0.609
зачастую,3442,402233,0.609
тетя,3443,402203,0.609
дым,3444,402139,0.609
отсутствии,3445,401996,0.609
птиц,3446,401970,0.609
городской,3447,401873,0.609
ценностей,3448,401850,0.609
набор,3449,401808,0.609
вдвоем,3450,401745,0.609
целую,3451,401518,0.609
главных,3452,401502,0.609
братьев,3453,401392,0.609
разработки,3454,401288,0.609
температура,3455,401215,0.609
количестве,3456,400778,0.609
меню,3457,400485,0.609
закончил,3458,400390,0.609
думали,3459,400300,0.609
спит,3460,400099,0.609
удивилась,3461,400027,0.609
строить,3462,399968,0.609
подняться,3463,399690,0.609
создавать,3464,399534,0.609
сообщить,3465,399401,0.609
влиянием,3466,399355,0.609
этаже,3467,399336,0.610
окном,3468,399246,0.610
управлять,3469,399204,0.610
тяжелые,3470,399083,0.610
надолго,3471,399078,0.610
предположить,3472,398985,0.610
пост,3473,398874,0.610
маг,3474,398771,0.610
бывшего,3475,398515,0.610
оставили,3476,398283,0.610
северной,3477,398273,0.610
справиться,3478,398269,0.610
шло,3479,398179,0.610
мечты,3480,397948,0.610
связей,3481,397942,0.610
территорию,3482,397796,0.610
гражданской,3483,397778,0.610
министр,3484,397721,0.610
буквы,3485,397500,0.610
данное,3486,397486,0.610
идею,3487,397431,0.610
жертвы,3488,397351,0.610
лорд,3489,397065,0.610
гнев,3490,397056,0.610
выводы,3491,396916,0.610
красные,3492,396807,0.610
московского,3493,396760,0.610
штаба,3494,396644,0.610
постель,3495,396379,0.610
массу,3496,396138,0.610
некоторым,3497,396104,0.610
третьей,3498,395877,0.610
перехода,3499,395829,0.610
знакомых,3500,395811,0.610
министра,3501,395770,0.610
слышу,3502,395749,0.610
считая,3503,395639,0.610
зубами,3504,395357,0.611
разговаривать,3505,395215,0.611
современного,3506,395095,0.611
огромной,3507,395069,0.611
дурак,3508,394911,0.611
потребность,3509,394871,0.611
добра,3510,394755,0.611
вот-вот,3511,394699,0.611
имеем,3512,394633,0.611
предусмотренных,3513,394591,0.611
одежда,3514,394403,0.611
рассказала,3515,394231,0.611
слышали,3516,394126,0.611
российских,3517,394119,0.611
бою,3518,394109,0.611
района,3519,394108,0.611
снизу,3520,394023,0.611
показателей,3521,393960,0.611
термин,3522,393845,0.611
увеличение,3523,393419,0.611
узнали,3524,393330,0.611
смотрите,3525,393311,0.611
тяжелый,3526,393134,0.611
очки,3527,393098,0.611
согласия,3528,392759,0.611
иду,3529,392580,0.611
стекла,3530,392507,0.611
метода,3531,392382,0.611
удобно,3532,392333,0.611
твоему,3533,392326,0.611
делами,3534,392221,0.611
глупо,3535,392202,0.611
ежедневно,3536,392176,0.611
юридических,3537,392088,0.611
отчет,3538,392021,0.611
покой,3539,392020,0.611
программу,3540,391779,0.611
портрет,3541,391523,0.611
волосами,3542,391438,0.612
посмотри,3543,391424,0.612
связана,3544,391108,0.612
странный,3545,391027,0.612
собрались,3546,390932,0.612
любая,3547,390692,0.612
рабочие,3548,390191,0.612
мадам,3549,390169,0.612
белая,3550,389994,0.612
появится,3551,389521,0.612
сок,3552,389463,0.612
платить,3553,389404,0.612
имело,3554,389278,0.612
событие,3555,389058,0.612
своя,3556,389000,0.612
господина,3557,388956,0.612
директора,3558,388865,0.612
пояснил,3559,388857,0.612
бросила,3560,388845,0.612
крики,3561,388717,0.612
обстоятельствах,3562,388700,0.612
ребенку,3563,388613,0.612
ожидая,3564,388510,0.612
указ,3565,388396,0.612
тайны,3566,388365,0.612
примеры,3567,388280,0.612
свойств,3568,388135,0.612
лучшее,3569,388019,0.612
продолжение,3570,388006,0.612
моменты,3571,387923,0.612
стекло,3572,387856,0.612
открыто,3573,387789,0.612
полно,3574,387564,0.612
убийства,3575,387393,0.612
чувством,3576,387313,0.612
покоя,3577,387285,0.612
религии,3578,387145,0.612
делала,3579,387092,0.612
отчетливо,3580,386639,0.613
ловко,3581,386578,0.613
элемент,3582,386463,0.613
сознании,3583,386303,0.613
изучение,3584,386221,0.613
физической,3585,386203,0.613
заняться,3586,385890,0.613
отправились,3587,385809,0.613
стиль,3588,385707,0.613
расчет,3589,385601,0.613
долгое,3590,385517,0.613
уходить,3591,385495,0.613
проснулся,3592,385375,0.613
рассмотреть,3593,385175,0.613
реакция,3594,385081,0.613
музыку,3595,385042,0.613
познания,3596,384974,0.613
руководитель,3597,384968,0.613
давали,3598,384953,0.613
театра,3599,384679,0.613
проектов,3600,384660,0.613
выходить,3601,384644,0.613
предложить,3602,384606,0.613
служил,3603,384509,0.613
откровенно,3604,384462,0.613
изображения,3605,384282,0.613
силе,3606,384254,0.613
бросить,3607,384216,0.613
охотно,3608,384165,0.613
перейти,3609,384018,0.613
отныне,3610,383985,0.613
монастырь,3611,383974,0.613
крестьян,3612,383943,0.613
финансовых,3613,383818,0.613
терпеть,3614,383804,0.613
режиме,3615,383803,0.613
думая,3616,383583,0.613
проговорила,3617,383560,0.613
поэта,3618,383466,0.614
бороться,3619,383392,0.614
вскочил,3620,383300,0.614
многочисленные,3621,383277,0.614
опасно,3622,383255,0.614
заменить,3623,383158,0.614
составляют,3624,383029,0.614
девушек,3625,382798,0.614
центральной,3626,382773,0.614
боится,3627,382678,0.614
документа,3628,382580,0.614
корабли,3629,382459,0.614
водитель,3630,382448,0.614
удовлетворения,3631,382445,0.614
уничтожить,3632,382417,0.614
позволит,3633,382260,0.614
цен,3634,382118,0.614
собственную,3635,382103,0.614
платы,3636,382047,0.614
запад,3637,381996,0.614
военный,3638,381985,0.614
установки,3639,381751,0.614
наблюдал,3640,381677,0.614
обеда,3641,381607,0.614
удовольствия,3642,381443,0.614
оценить,3643,381425,0.614
волна,3644,381403,0.614
повышения,3645,381280,0.614
шепотом,3646,381173,0.614
точке,3647,381060,0.614
личного,3648,380751,0.614
физических,3649,380562,0.614
осенью,3650,380489,0.614
ста,3651,380344,0.614
