ngram,freq
auf der anderen Seite,1596466
handelt es sich um,1252690
im Hinblick auf die,937748
"davon aus , dass",922796
"die Tatsache , dass",917524
in den letzten Jahren,907677
"ich weiß , dass",889828
in Bezug auf die,871834
"die Frage , ob",808843
auf den ersten Blick,787788
es sich um eine,717250
"darauf hin , dass",701265
auf der Suche nach,679334
es tut mir leid,674445
es handelt sich um,600619
auf der einen Seite,575372
nicht in der Lage,561965
ich weiß es nicht,537412
"das Gefühl , dass",527873
"er wusste , dass",524437
zuckte mit den Schultern,518395
"ist , dass die",515846
so schnell wie möglich,500294
in der Nähe des,496138
im Zusammenhang mit der,495859
"ich glaube , ich",489648
"es war , als",477910
"von dem , was",475686
"so aus , als",471997
"nicht , dass ich",464531
dass es sich um,462607
in den meisten Fällen,461245
in der Mitte des,461129
"ich wusste , dass",457970
im Gegensatz zu den,455567
die Frage nach der,446730
"werden , dass die",427830
"weiß nicht , ob",426150
"das , was ich",425691
"wusste , dass er",420851
"weiß nicht , was",415607
im Laufe der Zeit,410257
es sich um einen,408475
"das , was sie",401577
"das , was er",400785
von Zeit zu Zeit,395150
drehte sich um und,393426
"alles , was ich",387335
"sie wusste , dass",385845
in der Nähe der,384048
"der Mann , der",383911
"nicht , dass sie",380731
"glaube nicht , dass",380024
"der Tatsache , dass",378433
mit Blick auf die,374820
"nicht , dass er",374471
in der Nähe von,368819
"nicht , was ich",363957
sich auf den Weg,360275
die Art und Weise,360173
stellt sich die Frage,359328
"nicht sicher , ob",358724
dass es sich bei,358541
"wusste , dass sie",353498
"jedes Mal , wenn",344851
es sich um ein,342801
"die Frage , wie",341487
"dafür sorgen , dass",341210
diese Publikation in der,341174
vor dem Hintergrund der,340239
"das bedeutet , dass",340079
verzeichnet diese Publikation in,339970
Publikation in der Deutschen,337246
"Zeit , in der",337020
"nicht , dass du",336332
Daten sind im Internet,335095
sind im Internet über,329693
die Frage nach dem,328609
ganz und gar nicht,323134
in der Deutschen Nationalbibliografie,323027
bibliografische Daten sind im,322382
detaillierte bibliografische Daten sind,321932
in der Lage ist,320066
"den Fall , dass",318491
"ein Mann , der",305476
"den Eindruck , dass",304653
"wird deutlich , dass",304428
"nicht , dass es",302083
"Tag , an dem",300493
im Vergleich zu den,300280
"ja , das ist",300097
"davon ausgehen , dass",297793
"weiß nicht , wie",297629
auf dem Weg zu,296494
"zu wissen , dass",290315
"alles , was er",288624
"ich glaube , dass",288365
auf dem Gebiet der,287733
"wusste nicht , was",287433
"besteht darin , dass",286472
auf der Ebene der,284971
vor allem in der,283340
"für das , was",282216
in der Regel nicht,279828
in der Lage sein,277966
der anderen Seite des,275795
auf dem Weg zum,272450
"das Einzige , was",271769
in der Bundesrepublik Deutschland,271672
Bibliografische Information der Deutschen,271599
"zu sein , und",270767
mitten in der Nacht,269447
"zu sagen , dass",269299
Information der Deutschen Nationalbibliothek,268955
"alles , was sie",264692
die Tür hinter sich,264495
schüttelte den Kopf und,264155
handelt es sich bei,263189
"kein Wunder , dass",262845
"eine Frau , die",262452
auf dem Weg zur,262379
es sich bei der,262007
"die Frau , die",261664
"zeigt sich , dass",261565
im Zusammenhang mit dem,260014
in Abhängigkeit von der,259430
"es sein , dass",258241
"war klar , dass",257904
die sich in der,257468
