ngram,freq,cumshare
tugging,663252,0.905
entertainment,663127,0.905
ignorance,662936,0.905
narrative,662535,0.905
caressed,662356,0.905
blaze,662324,0.905
embarrassing,662051,0.905
dizzy,661755,0.905
agitated,661145,0.905
jewelry,661028,0.905
individuals,660709,0.905
tremendous,660494,0.905
frequent,660261,0.905
liquor,660145,0.905
suggesting,660012,0.905
refrigerator,659403,0.905
worker,658496,0.905
symbol,657425,0.905
beautifully,657363,0.905
smelling,657274,0.905
lone,657253,0.905
semi,657138,0.905
via,657135,0.905
pickup,656713,0.905
cemetery,656515,0.905
Germans,656259,0.905
creeping,656255,0.905
cheerfully,656219,0.905
haze,655906,0.905
blur,655650,0.905
mare,655484,0.905
resort,655425,0.905
keeper,655365,0.905
materials,655072,0.905
sandwiches,654899,0.905
crowds,654873,0.905
stray,654854,0.905
tourists,654725,0.905
smoked,654621,0.905
restored,654347,0.905
boards,653713,0.905
trailing,653390,0.905
flickering,653283,0.905
relatively,653170,0.905
yourselves,652841,0.905
hats,652160,0.905
curves,652099,0.905
impatience,652097,0.905
upwards,651626,0.905
beans,651566,0.906
blamed,651406,0.906
holidays,651364,0.906
mall,651321,0.906
starving,651266,0.906
choosing,651043,0.906
strand,651037,0.906
readily,650908,0.906
heavenly,650852,0.906
snapping,650705,0.906
emptied,650503,0.906
voyage,650204,0.906
awesome,650179,0.906
qualities,650021,0.906
knives,649947,0.906
associated,649781,0.906
wasting,649523,0.906
sufficiently,649478,0.906
gritted,649036,0.906
ledge,648952,0.906
measured,648935,0.906
idle,648492,0.906
trucks,648344,0.906
skip,648042,0.906
folding,648024,0.906
awaiting,647793,0.906
logical,647725,0.906
identical,647024,0.906
borrowed,646907,0.906
arrogant,646433,0.906
celebration,646073,0.906
bouncing,645649,0.906
indicate,645451,0.906
torso,645405,0.906
garbage,645254,0.906
increasingly,645210,0.906
custody,645019,0.906
transferred,644970,0.906
muddy,644868,0.906
definite,644617,0.906
flip,644552,0.906
exited,644463,0.906
flinched,644284,0.906
op,644246,0.906
nursing,644223,0.906
defence,643314,0.906
composure,643059,0.906
perfection,642978,0.906
oath,642933,0.906
pursed,642576,0.906
bewildered,642486,0.906
awhile,642285,0.906
jewels,642149,0.906
sobs,641759,0.906
scout,641523,0.906
wheeled,641274,0.906
methods,640625,0.906
multiple,640455,0.906
jewel,640420,0.906
strap,640406,0.906
rim,640232,0.906
annoying,640118,0.906
musical,639842,0.906
fade,639797,0.906
repeating,639503,0.906
envy,639239,0.906
ho,638816,0.906
warrant,638790,0.906
plucked,638454,0.906
upside,638410,0.906
hopeful,638391,0.906
inhabitants,638389,0.906
ultimate,637712,0.906
bursting,637703,0.906
suppressed,637636,0.906
trips,637507,0.906
bliss,637260,0.906
puzzle,637028,0.906
strands,636687,0.906
flicker,636391,0.906
amusing,636299,0.906
robes,636205,0.906
swaying,635647,0.906
hunched,635259,0.906
rumors,635153,0.906
dessert,635105,0.906
furnished,635063,0.906
likewise,635002,0.906
patterns,634813,0.906
deed,634661,0.906
permit,634656,0.906
curl,634513,0.907
ancestors,634326,0.907
pains,634272,0.907
fuss,634269,0.907
lords,634180,0.907
moss,634171,0.907
resembled,633989,0.907
timing,633973,0.907
invented,633916,0.907
refuge,633829,0.907
bubble,633771,0.907
skipped,633755,0.907
grabs,632931,0.907
surged,632756,0.907
convincing,632617,0.907
guarantee,632464,0.907
wreck,632393,0.907
careless,632271,0.907
collapse,632214,0.907
dit,632164,0.907
management,632015,0.907
slung,631950,0.907
packet,631905,0.907
hum,631627,0.907
commercial,631456,0.907
announcement,631155,0.907
sweating,631147,0.907
feather,630769,0.907
illuminated,630670,0.907
marshal,630595,0.907
spilling,630420,0.907
backyard,629830,0.907
stays,629733,0.907
tool,629612,0.907
warmly,629578,0.907
sins,629406,0.907
hearted,629061,0.907
hideous,628847,0.907
guts,627945,0.907
network,627854,0.907
sting,627701,0.907
reverse,627451,0.907
willingly,627439,0.907
thud,627144,0.907
cent,627109,0.907
bears,627060,0.907
surveyed,626705,0.907
taut,626648,0.907
panicked,626520,0.907
retrieve,626478,0.907
mingled,626263,0.907
repeatedly,626114,0.907
grain,625975,0.907
copies,625757,0.907
axe,625666,0.907
rescued,625658,0.907
cows,625641,0.907
connections,625449,0.907
distract,625208,0.907
develop,624771,0.907
clamped,624706,0.907
bitterness,624640,0.907
healed,624474,0.907
pope,624434,0.907
curling,624261,0.907
rotten,624129,0.907
hearth,624056,0.907
echoing,623834,0.907
communicate,623565,0.907
frightening,623349,0.907
outcome,623308,0.907
concept,623113,0.907
sliced,623040,0.907
shotgun,622750,0.907
unexpectedly,622662,0.907
rejected,622589,0.907
grove,622181,0.907
mamma,622009,0.907
sobbed,621944,0.907
appreciation,621903,0.907
festival,621710,0.907
cum,621513,0.907
defensive,621489,0.907
accurate,621272,0.907
stables,621269,0.907
traces,621070,0.907
excitedly,621024,0.907
difficulties,620867,0.907
courtesy,620680,0.907
beams,620593,0.907
approve,620474,0.907
recovery,620315,0.907
lively,619472,0.907
quivering,618947,0.907
hairs,618826,0.908
quest,618817,0.908
forgiveness,618630,0.908
granny,618504,0.908
erupted,618377,0.908
chewing,618133,0.908
vengeance,618056,0.908
reminds,618011,0.908
comfortably,617887,0.908
hurrying,617800,0.908
canyon,617763,0.908
calmed,617590,0.908
shrieked,617539,0.908
expedition,616795,0.908
haven,616304,0.908
countryside,616262,0.908
situations,616051,0.908
freshly,616020,0.908
stalked,615712,0.908
golf,615599,0.908
posted,615483,0.908
lawyers,614555,0.908
coats,614445,0.908
outward,614406,0.908
coward,614298,0.908
correctly,614211,0.908
altered,613921,0.908
seventh,613897,0.908
unseen,613799,0.908
folder,613546,0.908
spared,613418,0.908
index,613240,0.908
teams,613102,0.908
sauce,613049,0.908
swirled,612919,0.908
pictured,612868,0.908
revelation,612845,0.908
officially,612715,0.908
startling,612632,0.908
noisy,612325,0.908
satin,612110,0.908
forearm,611264,0.908
chap,611167,0.908
opponent,610737,0.908
choking,610548,0.908
blackness,610420,0.908
stunning,610265,0.908
honesty,609934,0.908
strokes,609536,0.908
cathedral,609487,0.908
encouragement,608987,0.908
intimacy,608984,0.908
opera,608974,0.908
turkey,608776,0.908
alliance,608745,0.908
tragic,608706,0.908
gulped,608524,0.908
depend,608308,0.908
circular,608126,0.908
interfere,607949,0.908
dies,607895,0.908
guitar,607871,0.908
polish,607646,0.908
banged,607491,0.908
sunglasses,607219,0.908
martial,606788,0.908
depressed,606779,0.908
bruises,606666,0.908
peeked,606610,0.908
anchor,606607,0.908
tested,606466,0.908
layers,605852,0.908
kettle,605629,0.908
Mexican,605514,0.908
escaping,605310,0.908
couples,605249,0.908
experiment,605237,0.908
automatic,605008,0.908
feature,604594,0.908
engineer,604458,0.908
fathers,604399,0.908
harmony,604398,0.908
attic,604303,0.908
encourage,604292,0.908
sickness,603933,0.908
ham,603900,0.908
diary,603665,0.908
steaming,603540,0.908
simultaneously,603311,0.908
oblivious,602998,0.908
grows,602953,0.908
nightmares,602909,0.908
undoubtedly,602825,0.908
legged,602812,0.908
erect,602733,0.908
surgeon,602731,0.908
sailors,602714,0.908
picks,602667,0.909
ere,602397,0.909
barking,602360,0.909
encouraging,602023,0.909
fascinating,602002,0.909
drunken,601927,0.909
philosophy,601851,0.909
interrupt,601816,0.909
fumbled,601746,0.909
purely,601553,0.909
scanning,601417,0.909
bulk,601393,0.909
bin,601393,0.909
caress,601379,0.909
reproduced,601227,0.909
campus,601199,0.909
splashed,601132,0.909
tattoo,601130,0.909
insides,600708,0.909
debris,600672,0.909
applause,600272,0.909
blurred,600252,0.909
void,599914,0.909
congratulations,599554,0.909
approved,599338,0.909
murders,598760,0.909
Egypt,598665,0.909
hatch,598521,0.909
unwilling,597744,0.909
console,597518,0.909
giggle,597275,0.909
plump,597188,0.909
glove,597077,0.909
Dutch,596764,0.909
villages,596706,0.909
disappearance,596588,0.909
whistled,596327,0.909
unnecessary,596161,0.909
tortured,596015,0.909
educated,595981,0.909
elders,595775,0.909
chatter,595770,0.909
railway,595606,0.909
supporting,595597,0.909
shepherd,595408,0.909
neighbours,595382,0.909
circling,595137,0.909
freak,594678,0.909
marine,594514,0.909
rag,594458,0.909
deepened,594151,0.909
writes,593940,0.909
humming,593897,0.909
pierce,593798,0.909
transfer,593774,0.909
scraped,593714,0.909
achieved,593424,0.909
betray,593212,0.909
straining,593208,0.909
providing,593203,0.909
sighs,593103,0.909
infant,592699,0.909
sales,592416,0.909
strictly,592239,0.909
hoarse,592177,0.909
assembly,592058,0.909
mummy,591919,0.909
fans,591617,0.909
peeled,591593,0.909
verge,591559,0.909
dislike,591410,0.909
bout,591045,0.909
aura,590638,0.909
backing,590539,0.909
prints,590470,0.909
grandparents,590450,0.909
gravely,590263,0.909
ditch,590229,0.909
supplied,589901,0.909
handling,589885,0.909
pony,589834,0.909
strict,589515,0.909
dive,589414,0.909
hostile,589263,0.909
lowering,589258,0.909
tease,589123,0.909
inherited,588858,0.909
bureau,588584,0.909
uncertainty,588490,0.909
fluid,588430,0.909
classroom,587883,0.909
whore,587726,0.909
revolver,587717,0.909
loosened,587610,0.909
distinctly,587135,0.909
deciding,586768,0.909
explode,586458,0.909
visions,586446,0.909
mouthed,586340,0.909
specifically,586133,0.909
reacted,586083,0.910
admiring,585958,0.910
baked,585743,0.910
ay,585552,0.910
boom,585362,0.910
heights,584890,0.910
physician,584676,0.910
accidentally,584578,0.910
arguments,584527,0.910
stricken,584475,0.910
preparation,584203,0.910
resentment,584159,0.910
awaited,584132,0.910
abbey,584022,0.910
punished,583736,0.910
significance,583627,0.910
melt,583586,0.910
strategy,583515,0.910
isolated,583455,0.910
silky,582992,0.910
positioned,582925,0.910
loneliness,582370,0.910
principles,582369,0.910
preacher,582300,0.910
brighter,582268,0.910
oxygen,582057,0.910
boiled,582029,0.910
expectations,582022,0.910
behold,581876,0.910
poverty,581818,0.910
accordingly,581813,0.910
gleamed,581570,0.910
wells,581496,0.910
nonetheless,581292,0.910
utmost,581107,0.910
endured,581106,0.910
sweaty,580927,0.910
explains,580873,0.910
classic,580851,0.910
piles,580736,0.910
medium,580724,0.910
challenged,580593,0.910
ridden,580357,0.910
pausing,580322,0.910
boiling,580305,0.910
rises,580228,0.910
hem,579906,0.910
patio,579710,0.910
dot,579684,0.910
belongings,579502,0.910
pots,579248,0.910
ruled,578952,0.910
sighing,578888,0.910
welcoming,578795,0.910
races,578571,0.910
discipline,578484,0.910
spoiled,577978,0.910
mankind,577853,0.910
confined,577830,0.910
lurched,577751,0.910
bartender,577644,0.910
curly,577556,0.910
counsel,576777,0.910
vessels,576616,0.910
solemnly,576571,0.910
tennis,576390,0.910
conducted,576166,0.910
stammered,575910,0.910
settlement,575848,0.910
scheduled,575641,0.910
cracking,575248,0.910
indication,574872,0.910
phones,574847,0.910
adjust,574697,0.910
commitment,574610,0.910
wrath,574532,0.910
complaining,574424,0.910
connect,574245,0.910
funds,573472,0.910
canal,573286,0.910
instruments,573193,0.910
intact,573015,0.910
rats,572899,0.910
deserves,572685,0.910
freed,572677,0.910
bronze,572615,0.910
teenage,572502,0.910
concert,572491,0.910
doorbell,572467,0.910
rely,571830,0.910
heck,571647,0.910
observing,571469,0.910
trusting,571281,0.910
vest,571262,0.910
betrayal,571059,0.910
bee,571043,0.910
stillness,570975,0.910
inspection,570686,0.910
raging,570634,0.910
dazed,570356,0.910
dedicated,570345,0.910
sights,570255,0.910
actor,570067,0.911
represent,569958,0.911
preparations,569906,0.911
eldest,569694,0.911
urgency,569598,0.911
continent,569527,0.911
bump,569454,0.911
padded,569414,0.911
sensual,569411,0.911
mischief,569039,0.911
shells,568939,0.911
intellectual,568449,0.911
sensing,568132,0.911
countered,567801,0.911
tire,567652,0.911
accomplish,567599,0.911
motel,567501,0.911
improve,567372,0.911
drives,567328,0.911
attendant,567286,0.911
fold,567256,0.911
ambition,567012,0.911
squire,566968,0.911
whatsoever,566815,0.911
scandal,566684,0.911
mound,566542,0.911
vacant,566443,0.911
standards,566308,0.911
operating,566224,0.911
descent,566209,0.911
emerald,566133,0.911
belonging,566022,0.911
tomb,565479,0.911
agreeable,565440,0.911
mocking,565423,0.911
residents,565400,0.911
armchair,565245,0.911
nursery,564867,0.911
infinite,564852,0.911
recognise,564694,0.911
misty,564620,0.911
behaved,564602,0.911
renewed,564588,0.911
parade,564354,0.911
anti,564338,0.911
reserve,564229,0.911
devotion,564097,0.911
positively,564092,0.911
improved,563992,0.911
stout,563967,0.911
dearest,563751,0.911
mat,563497,0.911
persisted,563479,0.911
drowning,563341,0.911
regain,563334,0.911
moist,563239,0.911
indifferent,563203,0.911
goat,563042,0.911
decade,562829,0.911
horns,562743,0.911
differences,562686,0.911
smallest,562543,0.911
lunged,562102,0.911
jaws,562091,0.911
propose,561962,0.911
buzzed,561508,0.911
audible,561229,0.911
cookie,561194,0.911
briefcase,560988,0.911
boarding,560908,0.911
crushing,560899,0.911
warming,560884,0.911
portal,560779,0.911
borrow,560696,0.911
yawned,560518,0.911
lining,560104,0.911
buzzing,560092,0.911
contest,559942,0.911
signature,559910,0.911
fatigue,559902,0.911
lads,559390,0.911
pupils,559361,0.911
briskly,559328,0.911
locate,559264,0.911
tenderly,559245,0.911
cheered,559101,0.911
maiden,559031,0.911
collecting,559022,0.911
award,558915,0.911
chorus,558877,0.911
hates,558755,0.911
detailed,558604,0.911
ultimately,558558,0.911
era,558088,0.911
piss,558005,0.911
helplessly,557576,0.911
resigned,557338,0.911
loop,557338,0.911
jolly,557252,0.911
resolution,557230,0.911
attract,557138,0.911
ad,557043,0.911
container,556737,0.911
childish,556675,0.911
surveillance,556663,0.911
tumbling,556566,0.912
entitled,556565,0.912
excuses,556531,0.912
exotic,556479,0.912
primary,556428,0.912
awfully,556399,0.912
origin,556358,0.912
neglected,556256,0.912
wits,556231,0.912
scotch,556196,0.912
skies,556084,0.912
pump,555995,0.912
strapped,555940,0.912
glistening,555914,0.912
engage,555684,0.912
deliberate,555530,0.912
labour,555343,0.912
bloom,555019,0.912
establishment,555014,0.912
complexion,554991,0.912
rainbow,554883,0.912
topped,554842,0.912
columns,554811,0.912
dat,554809,0.912
yo,554771,0.912
borne,554592,0.912
establish,554576,0.912
officials,554478,0.912
marching,554092,0.912
soda,553964,0.912
cunning,553949,0.912
swallowing,553840,0.912
wilderness,553684,0.912
float,553612,0.912
lifts,553572,0.912
rented,553539,0.912
masculine,553431,0.912
tripped,553170,0.912
adds,553145,0.912
tunic,552945,0.912
cracks,552811,0.912
stab,552698,0.912
jammed,552667,0.912
sprawled,552420,0.912
attacking,552360,0.912
privilege,552223,0.912
towels,552217,0.912
hunted,551866,0.912
filed,551739,0.912
sipping,551389,0.912
scowl,551380,0.912
judged,551046,0.912
slit,550975,0.912
meters,550414,0.912
lo,550307,0.912
badge,549959,0.912
moaning,549913,0.912
eyeing,549899,0.912
creep,549822,0.912
ambassador,549683,0.912
ushered,549530,0.912
Israel,549379,0.912
lacked,549140,0.912
peer,549084,0.912
cavern,548997,0.912
blasted,548893,0.912
creative,548613,0.912
pushes,548354,0.912
cunt,547702,0.912
ups,547604,0.912
sensations,547563,0.912
om,547023,0.912
knots,547001,0.912
grandson,546720,0.912
poking,546688,0.912
reads,546678,0.912
civilization,546563,0.912
muttering,546414,0.912
impress,545758,0.912
shocking,545716,0.912
posture,545555,0.912
scrap,545190,0.912
indifference,545133,0.912
tongues,545115,0.912
treating,544974,0.912
reflect,544752,0.912
compartment,544568,0.912
wrought,544551,0.912
fright,544314,0.912
reassured,544313,0.912
melting,544220,0.912
exclusive,544139,0.912
dialed,543967,0.912
regained,543900,0.912
confronted,543709,0.912
mates,543553,0.912
discarded,543514,0.912
shadowy,543368,0.912
consisted,543115,0.912
adrenaline,542911,0.912
fighter,542694,0.912
ofthe,542475,0.912
pleasantly,542469,0.912
laced,542429,0.912
drain,542387,0.912
gigantic,542286,0.912
whisky,542242,0.912
theme,542175,0.913
spill,542155,0.913
depression,542004,0.913
fits,541927,0.913
successfully,541021,0.913
pose,540915,0.913
commanding,540835,0.913
furrowed,540744,0.913
flashes,540233,0.913
destined,540057,0.913
colleague,539933,0.913
pirate,539894,0.913
indignation,539480,0.913
homework,539413,0.913
employment,539356,0.913
learnt,539157,0.913
tooth,539145,0.913
scratching,538983,0.913
acceptance,538932,0.913
cushions,538806,0.913
siblings,538782,0.913
leaping,538676,0.913
celebrated,538606,0.913
exists,538397,0.913
shoving,538301,0.913
sinister,538238,0.913
continually,538073,0.913
quarrel,537981,0.913
antique,537885,0.913
employee,537791,0.913
costs,537755,0.913
flee,537636,0.913
cliffs,537630,0.913
uniforms,537517,0.913
fame,537482,0.913
balanced,537432,0.913
declined,537229,0.913
sends,537152,0.913
citizen,537082,0.913
rumble,536852,0.913
owl,536841,0.913
feeble,536738,0.913
presumably,536595,0.913
beckoned,536528,0.913
trunks,536526,0.913
considerably,536266,0.913
hurled,536112,0.913
opportunities,535654,0.913
banging,535436,0.913
grocery,535384,0.913
transmitted,535159,0.913
episode,534930,0.913
gestures,534785,0.913
woken,534689,0.913
tires,534671,0.913
comrades,534505,0.913
sources,534432,0.913
rebel,534255,0.913
jagged,534150,0.913
riders,534098,0.913
doubled,534016,0.913
jersey,533954,0.913
beads,533589,0.913
products,533547,0.913
inspiration,533451,0.913
depended,533301,0.913
roused,533188,0.913
suspiciously,532679,0.913
heavier,532642,0.913
nanny,532469,0.913
smacked,532429,0.913
remainder,532337,0.913
bunk,532329,0.913
spoil,532270,0.913
inquiry,532190,0.913
detectives,532112,0.913
freeze,532080,0.913
landlord,532058,0.913
stumbling,532015,0.913
sturdy,531911,0.913
application,531867,0.913
shaved,531768,0.913
shrill,531757,0.913
circumstance,531333,0.913
compare,531280,0.913
coughing,531228,0.913
doubtless,531094,0.913
cope,530739,0.913
largely,530662,0.913
overlooking,530646,0.913
rational,530633,0.913
swelled,530621,0.913
stench,530431,0.913
fragments,530151,0.913
slam,530102,0.913
practiced,529878,0.913
sweetly,529492,0.913
addressing,529368,0.913
tastes,529313,0.913
opposed,529287,0.913
website,529078,0.913
joked,528950,0.913
battles,528554,0.913
coke,528431,0.913
meadow,528307,0.913
irony,528165,0.913
constructed,528162,0.913
sentiment,528019,0.913
cursing,527810,0.913
punish,527739,0.913
sparkled,527470,0.914
dump,527431,0.914
humiliation,527412,0.914
planes,527374,0.914
stance,527122,0.914
rival,527021,0.914
marsh,526972,0.914
matches,526956,0.914
wears,526716,0.914
monstrous,526638,0.914
visibly,526575,0.914
stiffly,526567,0.914
comprehend,526464,0.914
hushed,526452,0.914
apprehension,526451,0.914
managing,526134,0.914
releasing,525981,0.914
formation,525978,0.914
dimly,525565,0.914
solitude,525551,0.914
sweetness,525480,0.914
tracking,525477,0.914
clumsy,525394,0.914
disposed,525140,0.914
loomed,524749,0.914
stormed,524629,0.914
limb,524512,0.914
cue,524452,0.914
disgusting,524437,0.914
prominent,524362,0.914
wax,524176,0.914
complaint,524008,0.914
climax,523995,0.914
execution,523964,0.914
cable,523937,0.914
umbrella,523574,0.914
throws,523475,0.914
fixing,523170,0.914
motives,523098,0.914
intrigued,522799,0.914
defined,522503,0.914
gladly,522502,0.914
robbed,522299,0.914
sleek,522200,0.914
tightening,522057,0.914
bathed,522041,0.914
analysis,522031,0.914
detected,521742,0.914
debate,521644,0.914
heroes,521601,0.914
dreaded,521231,0.914
drown,521196,0.914
dome,521194,0.914
cooler,521155,0.914
speechless,521043,0.914
aback,520586,0.914
gaping,520313,0.914
chilly,520299,0.914
husky,520282,0.914
dammit,520090,0.914
cannon,519860,0.914
needles,519579,0.914
dwell,519554,0.914
fluttering,519526,0.914
singular,519484,0.914
pairs,519047,0.914
farmers,519044,0.914
unison,518756,0.914
fancied,518674,0.914
stations,518477,0.914
prick,518208,0.914
fangs,517958,0.914
captive,517919,0.914
poker,517482,0.914
tents,517344,0.914
deepest,516941,0.914
procession,516913,0.914
fried,516878,0.914
chilled,516736,0.914
slippery,516694,0.914
patches,516530,0.914
brightened,516479,0.914
parallel,516453,0.914
artists,516315,0.914
forgiven,515991,0.914
fools,515703,0.914
tang,515634,0.914
advise,515588,0.914
vanity,515566,0.914
clubs,515537,0.914
closes,515395,0.914
shutting,515381,0.914
followers,515367,0.914
checks,515330,0.914
groom,515326,0.914
stamped,515108,0.914
villagers,514756,0.914
mornings,514741,0.914
remembers,514684,0.914
locking,514636,0.914
guidance,514604,0.914
authors,514401,0.914
subdued,514354,0.914
tax,514310,0.914
razor,514021,0.914
grunt,513846,0.914
hostess,513804,0.914
personnel,513605,0.914
ecstasy,513523,0.914
harmless,513405,0.914
enthusiastic,513382,0.914
Atlantic,513334,0.914
erotic,513289,0.914
gracious,513024,0.914
clipped,512913,0.915
ponytail,512444,0.915
husbands,512332,0.915
rue,512223,0.915
cans,512208,0.915
hedge,512153,0.915
kidnapped,512005,0.915
commotion,511999,0.915
paws,511947,0.915
splash,511550,0.915
blinding,511228,0.915
contacts,511161,0.915
exposing,510942,0.915
artificial,510857,0.915
battery,510830,0.915
rumbled,510830,0.915
catches,510528,0.915
ale,510452,0.915
angles,510003,0.915
weakly,509953,0.915
swelling,509680,0.915
drum,509559,0.915
texts,509533,0.915
listed,509416,0.915
measures,509413,0.915
strikes,509352,0.915
assurance,509321,0.915
requires,509099,0.915
imaginary,509068,0.915
maker,508901,0.915
marina,508698,0.915
cakes,508600,0.915
momma,508572,0.915
wat,508488,0.915
thrusting,508444,0.915
apples,508405,0.915
bands,508242,0.915
handy,508010,0.915
devices,507737,0.915
rifles,507366,0.915
bedrooms,507351,0.915
slippers,507174,0.915
translated,507139,0.915
logs,507101,0.915
streaked,507058,0.915
lipstick,507016,0.915
abrupt,506798,0.915
mouthful,506705,0.915
clues,506604,0.915
vowed,506543,0.915
procedure,506269,0.915
poised,506111,0.915
tidy,506109,0.915
flown,505943,0.915
yacht,505849,0.915
elephant,505799,0.915
straps,505755,0.915
thorough,505481,0.915
ashore,505124,0.915
sneered,505062,0.915
disgusted,504955,0.915
opposition,504703,0.915
tavern,504580,0.915
tasks,504411,0.915
executed,504388,0.915
graves,504382,0.915
sails,504314,0.915
reckless,504264,0.915
carries,504080,0.915
earnestly,504001,0.915
spaces,503927,0.915
script,503902,0.915
grinding,503741,0.915
stockings,503048,0.915
mourning,502969,0.915
retire,502939,0.915
preserve,502902,0.915
sarcasm,502868,0.915
knob,502706,0.915
projects,502532,0.915
torment,502494,0.915
thorn,502313,0.915
mildly,502303,0.915
tempting,501947,0.915
headlights,501860,0.915
giggling,501783,0.915
seas,501752,0.915
fortress,501678,0.915
emphasis,501470,0.915
sternly,501466,0.915
haul,501461,0.915
scalp,501377,0.915
reporters,501349,0.915
primitive,501230,0.915
chimney,501182,0.915
thump,501084,0.915
ace,500130,0.915
ranger,499873,0.915
relaxing,499568,0.915
rattle,499532,0.915
corps,499229,0.915
invasion,499101,0.915
jam,498936,0.915
declare,498856,0.915
plague,498778,0.915
units,498738,0.915
arrives,498453,0.915
exploring,498405,0.915
heaving,498307,0.915
calculated,498079,0.915
commands,498020,0.915
halls,498008,0.915
cardinal,497995,0.915
pondered,497461,0.915
messy,497445,0.915
exaggerated,497268,0.915
sly,497235,0.915
dwelling,497007,0.916
intervals,496992,0.916
spells,496963,0.916
neared,496847,0.916
bows,496826,0.916
election,496703,0.916
testimony,496694,0.916
blushing,496683,0.916
sketch,496677,0.916
lordship,496304,0.916
rattling,495804,0.916
deeds,495654,0.916
pouch,495486,0.916
temporarily,495009,0.916
relieve,494797,0.916
stooped,494774,0.916
snakes,494621,0.916
bastards,494275,0.916
flock,494228,0.916
solved,494045,0.916
neighbour,493951,0.916
enjoyment,493908,0.916
lass,493735,0.916
claiming,493664,0.916
pumping,493566,0.916
trotted,493446,0.916
urging,493391,0.916
females,493291,0.916
quicker,493082,0.916
apartments,493077,0.916
bellowed,493036,0.916
bizarre,492893,0.916
emotionally,492769,0.916
empress,492511,0.916
metallic,492402,0.916
loan,492333,0.916
scan,492319,0.916
calf,492039,0.916
coarse,491903,0.916
wee,491777,0.916
traitor,491749,0.916
kinda,491636,0.916
succession,491559,0.916
penis,491389,0.916
excused,491190,0.916
cardboard,491177,0.916
cease,491147,0.916
array,491048,0.916
weep,491016,0.916
widely,490935,0.916
trim,490640,0.916
hull,490378,0.916
tanned,490196,0.916
thieves,490104,0.916
garments,490085,0.916
uncomfortably,489928,0.916
aggressive,489905,0.916
confront,489276,0.916
phoned,489165,0.916
motions,489028,0.916
cot,488840,0.916
seeds,488759,0.916
criminals,488632,0.916
severely,488540,0.916
strongest,488534,0.916
ton,488401,0.916
entertaining,488184,0.916
reassure,487858,0.916
cavalry,487776,0.916
laden,487366,0.916
buffalo,487351,0.916
employer,487285,0.916
admission,487242,0.916
tag,487009,0.916
neutral,486921,0.916
howling,486744,0.916
languages,486701,0.916
volunteered,486527,0.916
destroying,486342,0.916
ramp,486288,0.916
must've,486271,0.916
bug,486198,0.916
ego,485679,0.916
acid,485678,0.916
fraction,485669,0.916
restaurants,485561,0.916
messed,485472,0.916
therapy,485351,0.916
colorful,485347,0.916
pained,485224,0.916
caressing,485205,0.916
selection,485156,0.916
doubtful,485086,0.916
kin,484881,0.916
showered,484766,0.916
Canadian,484680,0.916
wry,484588,0.916
petty,484185,0.916
harbour,484169,0.916
skinned,483993,0.916
deaf,483862,0.916
stain,483447,0.916
pipes,483415,0.916
fingernails,483375,0.916
raises,482961,0.916
universal,482217,0.916
weeds,482200,0.916
jolt,482137,0.916
shimmering,482115,0.916
verse,481882,0.916
sanctuary,481821,0.916
bathing,481645,0.916
diner,481504,0.916
rape,481146,0.916
globe,481050,0.916
cushion,481038,0.916
popping,480684,0.916
slapping,480606,0.916
fund,480575,0.916
inward,480568,0.916
comrade,480422,0.917
technically,480245,0.917
spectacle,480177,0.917
risks,480040,0.917
designer,480029,0.917
streak,480011,0.917
prophet,479981,0.917
fights,479713,0.917
shifts,479641,0.917
receptionist,479605,0.917
towering,479549,0.917
doorstep,479383,0.917
situated,479178,0.917
involve,479042,0.917
bait,478958,0.917
granite,478877,0.917
chef,478798,0.917
Satan,478749,0.917
sect,478590,0.917
offense,478514,0.917
travels,478382,0.917
sire,478339,0.917
wearily,478196,0.917
manuscript,477850,0.917
dripped,477791,0.917
strewn,477755,0.917
talents,477678,0.917
flattened,477625,0.917
bandage,477605,0.917
witches,477583,0.917
gesturing,477495,0.917
scarce,477167,0.917
shawl,477101,0.917
appealing,477088,0.917
blunt,477066,0.917
stomped,476976,0.917
emerge,476962,0.917
sub,476775,0.917
biscuits,476725,0.917
ripping,476709,0.917
ivory,476498,0.917
discreet,476487,0.917
formidable,476144,0.917
grasping,476089,0.917
pirates,476027,0.917
expose,476007,0.917
virtually,475993,0.917
pleasures,475891,0.917
stew,475858,0.917
dangers,475468,0.917
everyday,475220,0.917
arena,475106,0.917
sentences,474994,0.917
efficient,474798,0.917
entertain,474731,0.917
controls,474627,0.917
sway,474625,0.917
sewing,474327,0.917
suggests,474310,0.917
restore,474092,0.917
lush,474085,0.917
faltered,474016,0.917
preserved,473999,0.917
wires,473563,0.917
marquis,473368,0.917
hastened,473343,0.917
sneaking,473302,0.917
eerie,473075,0.917
proven,472949,0.917
summon,472743,0.917
forests,472736,0.917
fewer,472637,0.917
bites,472558,0.917
reflecting,472278,0.917
cheers,472237,0.917
pumped,472211,0.917
designs,472056,0.917
contacted,472016,0.917
whistling,471948,0.917
sandals,471905,0.917
unmistakable,471816,0.917
titles,471596,0.917
refer,471578,0.917
fleeting,471562,0.917
salute,471394,0.917
unbearable,471327,0.917
unnatural,471298,0.917
beaming,471222,0.917
strides,471217,0.917
adored,471214,0.917
disposition,471130,0.917
neighbourhood,471003,0.917
transparent,470998,0.917
Jew,470801,0.917
