ngram,freq,cumshare
inspector,1659723,0.859
investigation,1659387,0.859
attacked,1657992,0.859
fists,1655847,0.859
design,1655401,0.859
operation,1655328,0.859
trial,1655142,0.859
shopping,1654921,0.859
falls,1654849,0.859
palms,1654170,0.859
mysterious,1653674,0.859
cruel,1653079,0.859
strode,1652336,0.859
film,1651466,0.859
witch,1650663,0.859
claimed,1649129,0.859
fed,1648981,0.859
absence,1648948,0.859
backward,1647144,0.859
pounding,1646192,0.859
presented,1644416,0.859
rubbing,1643921,0.859
emergency,1642843,0.859
popped,1642748,0.859
romantic,1640434,0.859
hearts,1640242,0.859
scarcely,1637996,0.859
assistant,1636462,0.859
ruby,1635820,0.859
equipment,1633591,0.859
earl,1633331,0.859
nearest,1631297,0.859
spending,1631077,0.859
dried,1629591,0.859
beard,1628923,0.859
altogether,1628619,0.860
charming,1628033,0.860
crown,1626722,0.860
stroked,1626688,0.860
eggs,1625034,0.860
honour,1624736,0.860
equally,1624557,0.860
stock,1622803,0.860
corners,1622326,0.860
temper,1621718,0.860
eased,1621451,0.860
gather,1621118,0.860
hid,1620000,0.860
anxiety,1619298,0.860
generally,1619156,0.860
clay,1618042,0.860
eighteen,1617472,0.860
bye,1616057,0.860
passenger,1615490,0.860
owned,1615381,0.860
cab,1615283,0.860
efforts,1613977,0.860
haired,1613803,0.860
chill,1613216,0.860
dared,1611777,0.860
terrified,1610469,0.860
bore,1610137,0.860
shaped,1609822,0.860
enemies,1609605,0.860
clever,1608959,0.860
signal,1608671,0.860
tilted,1608588,0.860
frown,1607062,0.860
quality,1606574,0.860
pop,1604498,0.860
exchange,1603646,0.860
wandered,1603601,0.860
attend,1603068,0.861
penny,1602742,0.861
waving,1601611,0.861
dim,1601371,0.861
kingdom,1601275,0.861
runs,1601182,0.861
carpet,1601072,0.861
western,1600509,0.861
rescue,1600480,0.861
movements,1599550,0.861
directions,1595093,0.861
incident,1594986,0.861
belong,1594319,0.861
salt,1594077,0.861
basket,1593803,0.861
individual,1593594,0.861
vampire,1592621,0.861
discussion,1591928,0.861
location,1591083,0.861
seats,1590815,0.861
slave,1590635,0.861
clearing,1590313,0.861
April,1589941,0.861
evidently,1588938,0.861
knelt,1588705,0.861
Chinese,1587751,0.861
girlfriend,1585765,0.861
ash,1585468,0.861
port,1585402,0.861
create,1584254,0.861
persons,1583676,0.861
signed,1583330,0.861
meanwhile,1582616,0.861
drawer,1582253,0.861
reveal,1581936,0.861
reflected,1580966,0.861
quarters,1580919,0.861
ignoring,1580700,0.862
trick,1580659,0.862
slapped,1580619,0.862
grasp,1579880,0.862
gradually,1579348,0.862
mighty,1577830,0.862
fierce,1576535,0.862
presently,1574637,0.862
prisoner,1573785,0.862
aye,1572329,0.862
crept,1570370,0.862
lad,1569566,0.862
regard,1568143,0.862
studying,1566752,0.862
deny,1566591,0.862
flipped,1565632,0.862
danced,1563748,0.862
constantly,1563289,0.862
shout,1562438,0.862
toes,1561874,0.862
happily,1561155,0.862
Europe,1560942,0.862
gorgeous,1560204,0.862
director,1557940,0.862
allowing,1557381,0.862
exist,1556193,0.862
saint,1555229,0.862
gain,1554493,0.862
ripped,1553398,0.862
suffer,1551733,0.862
charged,1549986,0.862
prefer,1549975,0.862
answering,1547974,0.862
hired,1547874,0.862
exit,1547453,0.862
louder,1546972,0.862
shelter,1546340,0.862
education,1546069,0.862
bride,1544479,0.863
drug,1543848,0.863
marks,1543486,0.863
bothered,1542744,0.863
trapped,1540965,0.863
warrior,1540936,0.863
violet,1540896,0.863
holds,1540720,0.863
exact,1539545,0.863
horizon,1537941,0.863
argue,1537461,0.863
stirred,1537147,0.863
kit,1536878,0.863
blonde,1535924,0.863
violent,1535821,0.863
eh,1535587,0.863
beg,1535543,0.863
decent,1534651,0.863
murdered,1534564,0.863
directed,1534281,0.863
refuse,1534227,0.863
immediate,1533926,0.863
drag,1533169,0.863
per,1533024,0.863
lied,1532944,0.863
delicious,1532217,0.863
miserable,1531973,0.863
remind,1531076,0.863
nonsense,1531040,0.863
wherever,1530918,0.863
safely,1530361,0.863
slowed,1530322,0.863
popular,1530244,0.863
theory,1530139,0.863
disappointment,1530030,0.863
Roman,1529760,0.863
regarded,1528395,0.863
froze,1527495,0.863
wing,1527274,0.864
hip,1527222,0.864
driveway,1526738,0.864
attractive,1525099,0.864
bars,1525020,0.864
confirmed,1524963,0.864
senior,1524918,0.864
holiday,1524004,0.864
cooking,1523722,0.864
nodding,1521070,0.864
gut,1520259,0.864
cops,1519626,0.864
consciousness,1519512,0.864
stretch,1518657,0.864
glimpse,1517400,0.864
cliff,1516621,0.864
atmosphere,1515543,0.864
shone,1514554,0.864
branch,1512974,0.864
saddle,1511892,0.864
swing,1510128,0.864
hollow,1509645,0.864
fabric,1509340,0.864
begins,1507791,0.864
equal,1507653,0.864
invisible,1506834,0.864
protest,1506290,0.864
collection,1505174,0.864
cotton,1504943,0.864
sixty,1504760,0.864
thigh,1503909,0.864
affairs,1503647,0.864
racing,1503440,0.864
violence,1503348,0.864
legal,1503323,0.864
ashamed,1503293,0.864
affection,1502746,0.864
increased,1502345,0.864
glory,1502088,0.864
accompanied,1501951,0.865
frustration,1501866,0.865
attempted,1501703,0.865
instructions,1500936,0.865
invitation,1500265,0.865
delighted,1499574,0.865
alright,1499274,0.865
harsh,1492697,0.865
Italian,1492402,0.865
inn,1492223,0.865
troops,1491968,0.865
brick,1491876,0.865
latest,1491855,0.865
nevertheless,1490703,0.865
calmly,1490335,0.865
begged,1489677,0.865
rarely,1489609,0.865
reported,1489495,0.865
remove,1489187,0.865
possession,1489067,0.865
universe,1488440,0.865
unit,1488016,0.865
puzzled,1487923,0.865
loaded,1487551,0.865
reflection,1486979,0.865
wishes,1486172,0.865
finds,1486009,0.865
deserved,1485897,0.865
injured,1482499,0.865
seized,1482235,0.865
indicated,1482211,0.865
criminal,1482051,0.865
sympathy,1481668,0.865
kinds,1480937,0.865
recalled,1480378,0.865
quit,1478015,0.865
adventure,1476347,0.865
included,1476198,0.865
despair,1476039,0.865
stern,1473904,0.865
amused,1473419,0.866
liquid,1473146,0.866
forms,1472687,0.866
amber,1470478,0.866
snorted,1469682,0.866
dealing,1469424,0.866
wicked,1469277,0.866
lesson,1468445,0.866
curtains,1468048,0.866
southern,1467496,0.866
grinning,1466370,0.866
robe,1465937,0.866
pulls,1465709,0.866
monsieur,1465569,0.866
goodness,1465085,0.866
magazine,1464344,0.866
romance,1463995,0.866
version,1462243,0.866
parties,1462042,0.866
furious,1460238,0.866
sixteen,1459176,0.866
utterly,1458010,0.866
services,1457606,0.866
emotional,1457387,0.866
union,1456485,0.866
useless,1456344,0.866
bishop,1455608,0.866
measure,1455562,0.866
upright,1454597,0.866
raw,1454462,0.866
muscle,1454203,0.866
committed,1451752,0.866
sandy,1450436,0.866
personally,1449891,0.866
moves,1449700,0.866
idiot,1445797,0.866
suspicion,1445685,0.866
results,1445433,0.866
plates,1445209,0.866
puts,1444474,0.866
acted,1444417,0.867
pipe,1444373,0.867
polite,1444200,0.867
apple,1443999,0.867
related,1443005,0.867
preferred,1442559,0.867
sorts,1442238,0.867
treasure,1441749,0.867
stroke,1441025,0.867
skills,1441013,0.867
prepare,1439941,0.867
fan,1438226,0.867
jealous,1436836,0.867
snake,1436633,0.867
glowing,1436430,0.867
Spanish,1435935,0.867
code,1433804,0.867
thunder,1433686,0.867
platform,1433549,0.867
jail,1433193,0.867
generous,1433010,0.867
seeking,1431814,0.867
cart,1430180,0.867
compared,1429861,0.867
fairy,1429582,0.867
prayed,1429494,0.867
gay,1429176,0.867
china,1429057,0.867
er,1428655,0.867
grabbing,1427211,0.867
shield,1427164,0.867
bearing,1426184,0.867
grim,1425663,0.867
stole,1423010,0.867
ruin,1421750,0.867
mid,1421709,0.867
plant,1420964,0.867
rushing,1420607,0.867
clue,1420432,0.867
trap,1419891,0.867
creek,1419094,0.867
disappear,1418016,0.867
stuffed,1417659,0.868
separated,1417169,0.868
worthy,1417163,0.868
sits,1417118,0.868
items,1416009,0.868
overhead,1413874,0.868
hopefully,1413622,0.868
cursed,1413252,0.868
video,1413027,0.868
majesty,1412292,0.868
importance,1412072,0.868
skull,1411112,0.868
oak,1410903,0.868
examined,1410244,0.868
wire,1409897,0.868
express,1409223,0.868
scanned,1408787,0.868
ruined,1408562,0.868
warriors,1408047,0.868
reserved,1406738,0.868
drugs,1404070,0.868
pilot,1403157,0.868
licked,1401977,0.868
collapsed,1401403,0.868
positive,1401270,0.868
native,1401001,0.868
wishing,1400231,0.868
trousers,1400012,0.868
sin,1399818,0.868
medicine,1399294,0.868
photos,1398890,0.868
becomes,1398553,0.868
gloves,1397179,0.868
empire,1396452,0.868
cloak,1396178,0.868
limbs,1396027,0.868
flow,1395365,0.868
suspicious,1395275,0.868
fond,1395034,0.868
revenge,1395000,0.868
fishing,1394601,0.868
capital,1394399,0.868
fox,1393269,0.869
moaned,1392951,0.869
sang,1392180,0.869
advanced,1392027,0.869
tape,1391708,0.869
supply,1391556,0.869
glare,1390405,0.869
placing,1390111,0.869
recovered,1389380,0.869
fail,1389149,0.869
activity,1389001,0.869
steal,1387587,0.869
aged,1385615,0.869
gear,1384065,0.869
nation,1383964,0.869
doc,1383101,0.869
bull,1383044,0.869
babies,1381847,0.869
healthy,1381456,0.869
pit,1381162,0.869
dishes,1380283,0.869
owe,1378748,0.869
sprang,1378499,0.869
writer,1377891,0.869
intent,1377545,0.869
ward,1376937,0.869
pat,1376679,0.869
accent,1375753,0.869
sleeve,1375248,0.869
concrete,1373390,0.869
cries,1373083,0.869
fur,1372195,0.869
tour,1372193,0.869
gang,1371967,0.869
religious,1371584,0.869
defense,1371022,0.869
cleaning,1370934,0.869
entering,1370422,0.869
curse,1369960,0.869
floating,1369143,0.869
upward,1368270,0.869
biggest,1368092,0.869
bond,1367914,0.869
existed,1367467,0.870
conditions,1367301,0.870
religion,1366208,0.870
crash,1365852,0.870
endless,1364757,0.870
butt,1364080,0.870
diamond,1363986,0.870
instance,1363979,0.870
angle,1363762,0.870
annoyed,1363701,0.870
grandma,1363652,0.870
mounted,1363493,0.870
fog,1362862,0.870
edges,1362634,0.870
string,1361959,0.870
supplies,1359927,0.870
smoking,1359223,0.870
alert,1358904,0.870
mist,1358841,0.870
sunshine,1358828,0.870
bored,1358622,0.870
completed,1358559,0.870
cheese,1356800,0.870
artist,1354766,0.870
brings,1354255,0.870
victory,1354167,0.870
wealth,1352841,0.870
mumbled,1352486,0.870
curtain,1352195,0.870
preparing,1350874,0.870
fled,1350821,0.870
shots,1349741,0.870
hissed,1348734,0.870
sounding,1348219,0.870
charm,1348081,0.870
demand,1347479,0.870
wounds,1346615,0.870
behavior,1346386,0.870
tank,1345896,0.870
client,1343496,0.870
clung,1343014,0.870
tense,1342829,0.870
knocking,1342798,0.870
limited,1342263,0.871
proceeded,1341917,0.871
thanked,1340873,0.871
descended,1340749,0.871
motioned,1340405,0.871
bottles,1340233,0.871
casual,1339250,0.871
brows,1339203,0.871
swiftly,1338908,0.871
shivered,1338396,0.871
divine,1336597,0.871
ages,1335727,0.871
Finn,1334532,0.871
hook,1333926,0.871
trembled,1333861,0.871
crawled,1333647,0.871
pattern,1333164,0.871
potential,1332526,0.871
climbing,1331846,0.871
load,1329734,0.871
identity,1328859,0.871
blowing,1327130,0.871
nervously,1326735,0.871
complicated,1326612,0.871
tales,1326445,0.871
gotta,1326012,0.871
hood,1325886,0.871
incredible,1325579,0.871
weary,1325143,0.871
sadly,1325061,0.871
alongside,1323816,0.871
exchanged,1323282,0.871
dreamed,1321813,0.871
unhappy,1321316,0.871
developed,1321052,0.871
covers,1320966,0.871
elder,1319356,0.871
addressed,1319157,0.871
toe,1318901,0.871
August,1317991,0.871
navy,1317863,0.871
model,1317681,0.871
bleeding,1317483,0.871
snatched,1317371,0.871
stops,1317291,0.871
fears,1317002,0.872
highway,1316377,0.872
reception,1316107,0.872
shuddered,1315989,0.872
helpless,1315101,0.872
swift,1314958,0.872
daughters,1314191,0.872
arched,1313955,0.872
neighborhood,1312776,0.872
reader,1311645,0.872
unconscious,1311277,0.872
sadness,1310927,0.872
bike,1310343,0.872
nails,1309636,0.872
ending,1309334,0.872
captured,1309167,0.872
threatening,1308229,0.872
lawn,1307726,0.872
questioned,1307469,0.872
suggestion,1307218,0.872
description,1306303,0.872
fourteen,1305950,0.872
sharing,1305599,0.872
dean,1305563,0.872
exercise,1305331,0.872
laws,1305190,0.872
India,1305058,0.872
twins,1303996,0.872
chances,1303673,0.872
clutched,1303394,0.872
groups,1302529,0.872
governor,1302419,0.872
slightest,1301986,0.872
host,1301453,0.872
ladder,1301169,0.872
roar,1301127,0.872
forcing,1299690,0.872
treatment,1299334,0.872
grounds,1299307,0.872
bits,1297763,0.872
describe,1297700,0.872
extraordinary,1297351,0.872
ceremony,1296034,0.872
volume,1295731,0.872
reports,1295398,0.872
survived,1294082,0.873
counted,1293593,0.873
swallow,1291045,0.873
exciting,1290945,0.873
switched,1290762,0.873
granted,1290059,0.873
keen,1289306,0.873
circles,1287241,0.873
tipped,1286994,0.873
gazing,1286643,0.873
photograph,1286392,0.873
advance,1285747,0.873
deliberately,1285494,0.873
flicked,1285431,0.873
swimming,1284880,0.873
distracted,1284551,0.873
slipping,1284546,0.873
doubted,1284258,0.873
avenue,1283819,0.873
strangers,1283537,0.873
thoroughly,1283417,0.873
amongst,1282405,0.873
precisely,1282375,0.873
protested,1282101,0.873
teasing,1281462,0.873
mug,1281216,0.873
roared,1281151,0.873
classes,1280343,0.873
holes,1279979,0.873
boot,1279764,0.873
ringing,1279520,0.873
sensitive,1279442,0.873
assure,1279361,0.873
article,1279109,0.873
troubled,1278511,0.873
sideways,1277740,0.873
household,1276405,0.873
handful,1276305,0.873
staircase,1276239,0.873
remote,1275721,0.873
candle,1275694,0.873
courtyard,1275509,0.873
alley,1275367,0.873
rings,1275085,0.873
visiting,1275005,0.873
structure,1274960,0.873
marble,1274917,0.874
slender,1274226,0.874
collected,1273160,0.874
sorrow,1272412,0.874
glances,1272268,0.874
teased,1272222,0.874
blocks,1272114,0.874
cute,1271879,0.874
records,1271709,0.874
strangely,1270358,0.874
fort,1270015,0.874
California,1269991,0.874
cheap,1269778,0.874
nods,1269723,0.874
doctors,1269619,0.874
sheer,1269044,0.874
arrest,1267350,0.874
appointment,1267107,0.874
lobby,1266599,0.874
belief,1266259,0.874
blessed,1266141,0.874
amusement,1265459,0.874
boats,1265085,0.874
benefit,1264377,0.874
carved,1263931,0.874
hitting,1263758,0.874
plants,1263277,0.874
lion,1263219,0.874
fifth,1262743,0.874
ceased,1262626,0.874
folk,1262525,0.874
arrested,1261594,0.874
basement,1261199,0.874
tasted,1260410,0.874
ribs,1259635,0.874
halt,1259272,0.874
drops,1259077,0.874
kindly,1257720,0.874
pretended,1256513,0.874
colors,1256016,0.874
program,1255103,0.874
veins,1255020,0.874
urged,1254618,0.874
occasional,1254264,0.874
stable,1253828,0.874
failure,1252175,0.874
twin,1251811,0.875
hesitation,1250123,0.875
sacrifice,1248789,0.875
jobs,1248758,0.875
deserted,1248647,0.875
media,1248607,0.875
shy,1247629,0.875
homes,1245664,0.875
instinct,1244425,0.875
swore,1243325,0.875
expressed,1242748,0.875
cleaned,1242195,0.875
revealing,1241604,0.875
Irish,1241432,0.875
conclusion,1241243,0.875
squeeze,1241050,0.875
planted,1240611,0.875
punch,1239741,0.875
cage,1239430,0.875
intimate,1238650,0.875
visitors,1237119,0.875
greatly,1237075,0.875
roads,1236655,0.875
stained,1236619,0.875
souls,1236578,0.875
cattle,1236083,0.875
genuine,1235952,0.875
northern,1235763,0.875
judgment,1235377,0.875
dragging,1234348,0.875
shell,1233326,0.875
contract,1232590,0.875
outer,1232197,0.875
hunger,1231975,0.875
interior,1231841,0.875
vessel,1231459,0.875
routine,1230225,0.875
reluctantly,1230024,0.875
nightmare,1229928,0.875
backs,1229541,0.875
shattered,1228545,0.875
teaching,1226700,0.875
succeeded,1226175,0.875
data,1225927,0.875
spinning,1225383,0.875
nipples,1225284,0.875
performance,1225066,0.875
designed,1224894,0.875
pardon,1224150,0.876
skill,1223992,0.876
digging,1223750,0.876
considerable,1222158,0.876
crap,1222133,0.876
duties,1221470,0.876
pretending,1221075,0.876
dreadful,1220801,0.876
utter,1220441,0.876
superior,1219984,0.876
moral,1219879,0.876
beloved,1219673,0.876
throne,1219605,0.876
gained,1219559,0.876
shorts,1219438,0.876
apparent,1218984,0.876
retired,1218979,0.876
sacred,1218952,0.876
kindness,1218881,0.876
vain,1218138,0.876
realizing,1217767,0.876
swinging,1217517,0.876
switch,1215961,0.876
punishment,1215738,0.876
neat,1215663,0.876
addition,1214630,0.876
mount,1213839,0.876
nearer,1213389,0.876
established,1213332,0.876
companions,1213298,0.876
exploded,1213084,0.876
choked,1213047,0.876
sufficient,1212110,0.876
noon,1211721,0.876
leaped,1211616,0.876
saving,1211325,0.876
enthusiasm,1211101,0.876
clasped,1210850,0.876
obliged,1210688,0.876
located,1210535,0.876
taxi,1210532,0.876
slim,1209814,0.876
July,1209443,0.876
wisdom,1207904,0.876
opens,1206905,0.876
conference,1206548,0.876
repeat,1206409,0.876
gardens,1206407,0.876
dusty,1206071,0.876
yer,1205761,0.877
customers,1204784,0.877
complex,1204622,0.877
stove,1203669,0.877
moonlight,1203336,0.877
collect,1202685,0.877
prisoners,1202619,0.877
workers,1202524,0.877
intend,1201529,0.877
defend,1200034,0.877
rude,1199466,0.877
winked,1199181,0.877
issues,1198685,0.877
blown,1198259,0.877
selling,1198219,0.877
mayor,1198200,0.877
discussed,1198195,0.877
nerve,1198165,0.877
clerk,1198104,0.877
swim,1198094,0.877
depths,1195932,0.877
fake,1194973,0.877
mattered,1194294,0.877
afterward,1194149,0.877
messages,1193268,0.877
agony,1192684,0.877
affected,1191418,0.877
encounter,1191033,0.877
midst,1190944,0.877
adding,1190822,0.877
soup,1190630,0.877
marched,1190171,0.877
cups,1189809,0.877
trailed,1189291,0.877
Greek,1188594,0.877
fantasy,1188493,0.877
café,1188322,0.877
thirteen,1188283,0.877
sheep,1188094,0.877
assistance,1187145,0.877
elegant,1185706,0.877
district,1185100,0.877
disturbed,1184657,0.877
whilst,1183963,0.877
striking,1183682,0.877
giggled,1183254,0.877
kidding,1182710,0.877
washing,1181324,0.877
shiny,1180799,0.877
madam,1180336,0.878
disbelief,1179590,0.878
remark,1179293,0.878
ache,1178639,0.878
pine,1177651,0.878
beaten,1176656,0.878
banks,1176511,0.878
darkened,1176306,0.878
yanked,1176047,0.878
rent,1175375,0.878
impact,1174908,0.878
shelf,1173930,0.878
crushed,1173170,0.878
conscience,1173157,0.878
blast,1172141,0.878
vague,1171213,0.878
extreme,1168557,0.878
humor,1168079,0.878
autumn,1167984,0.878
casually,1167921,0.878
anticipation,1167504,0.878
buying,1166997,0.878
chaos,1166967,0.878
wrists,1166936,0.878
bushes,1166632,0.878
absolute,1166026,0.878
sidewalk,1165188,0.878
pouring,1164784,0.878
aboard,1164681,0.878
literally,1163788,0.878
inclined,1163603,0.878
civil,1163505,0.878
sweetheart,1163390,0.878
flowing,1163377,0.878
nasty,1162554,0.878
deadly,1161732,0.878
deliver,1161725,0.878
closest,1161702,0.878
gasp,1161033,0.878
lab,1160876,0.878
notion,1160758,0.878
peculiar,1160458,0.878
Bible,1160442,0.878
strip,1159769,0.878
pearl,1159054,0.878
produce,1158969,0.878
rounded,1158807,0.878
standard,1158094,0.878
ours,1156932,0.878
highest,1156425,0.878
football,1154989,0.878
appropriate,1154731,0.879
departure,1154356,0.879
grunted,1153673,0.879
wheels,1153292,0.879
fireplace,1152178,0.879
leads,1151902,0.879
traveled,1151867,0.879
attracted,1151287,0.879
eagerly,1150796,0.879
gifts,1150721,0.879
widow,1149188,0.879
bush,1148952,0.879
questioning,1148754,0.879
apologize,1148668,0.879
angrily,1148625,0.879
candy,1148424,0.879
brand,1148341,0.879
dig,1148035,0.879
disgust,1147982,0.879
patch,1147729,0.879
betrayed,1147410,0.879
option,1147191,0.879
wrap,1146679,0.879
arrow,1146652,0.879
scrambled,1146496,0.879
random,1146173,0.879
prime,1143810,0.879
tries,1143802,0.879
concluded,1143499,0.879
grasped,1142053,0.879
agents,1141869,0.879
flashing,1141686,0.879
pan,1141175,0.879
curls,1140769,0.879
soil,1140454,0.879
straw,1140229,0.879
reasonable,1139911,0.879
shrug,1139848,0.879
weakness,1139829,0.879
hastily,1139404,0.879
protected,1139399,0.879
neatly,1139261,0.879
swollen,1139056,0.879
clan,1138107,0.879
attended,1137824,0.879
inquired,1137042,0.879
visitor,1136306,0.879
waiter,1136242,0.879
lifetime,1136030,0.879
buddy,1135762,0.879
fever,1135165,0.879
lands,1134926,0.879
polished,1134667,0.880
clicked,1134600,0.880
haar,1134573,0.880
avoided,1134510,0.880
fortunately,1133974,0.880
extent,1133410,0.880
junior,1133333,0.880
species,1133039,0.880
whipped,1132350,0.880
traveling,1132223,0.880
museum,1132199,0.880
jumping,1131963,0.880
champagne,1131768,0.880
divorce,1131571,0.880
wildly,1130599,0.880
pitch,1130292,0.880
crouched,1129863,0.880
commanded,1129382,0.880
barrel,1128587,0.880
practical,1128084,0.880
accustomed,1127677,0.880
realm,1127495,0.880
partly,1125542,0.880
demons,1125395,0.880
curve,1124669,0.880
gossip,1123781,0.880
electric,1123701,0.880
portion,1123541,0.880
misery,1123483,0.880
liberty,1123305,0.880
warn,1123304,0.880
device,1122910,0.880
destruction,1122271,0.880
rank,1120725,0.880
serving,1120355,0.880
heavens,1119994,0.880
spreading,1119970,0.880
backwards,1119212,0.880
September,1117536,0.880
sore,1117169,0.880
printed,1117080,0.880
conduct,1117001,0.880
percent,1116815,0.880
longing,1116790,0.880
dumb,1116606,0.880
sail,1116353,0.880
fingertips,1116025,0.880
border,1115667,0.880
burden,1115547,0.880
regarding,1115196,0.880
magnificent,1114412,0.880
explosion,1114115,0.880
groan,1113912,0.881
discovery,1113680,0.881
remarkable,1113480,0.881
charity,1111771,0.881
steam,1110394,0.881
gallery,1107957,0.881
lessons,1107703,0.881
favourite,1107476,0.881
consequences,1107281,0.881
adult,1107187,0.881
toast,1106387,0.881
shaft,1105792,0.881
ticket,1103637,0.881
ached,1103377,0.881
peaceful,1103293,0.881
dollar,1103281,0.881
determination,1103245,0.881
beds,1102300,0.881
corpse,1101990,0.881
desired,1101883,0.881
strained,1101167,0.881
sets,1101157,0.881
attorney,1101117,0.881
applied,1101116,0.881
stool,1100971,0.881
rat,1100815,0.881
shiver,1100200,0.881
heather,1100004,0.881
magical,1099489,0.881
interests,1098896,0.881
horn,1098890,0.881
evident,1098847,0.881
amazed,1097700,0.881
mistaken,1097123,0.881
lid,1097118,0.881
centuries,1097036,0.881
velvet,1097031,0.881
intensity,1097022,0.881
studio,1096890,0.881
butter,1096341,0.881
approval,1095876,0.881
melted,1095448,0.881
dread,1095210,0.881
goal,1094713,0.881
laptop,1094531,0.881
sipped,1094178,0.881
seventeen,1093209,0.881
daylight,1092332,0.881
victims,1092312,0.881
slaves,1091545,0.881
bomb,1091407,0.881
formal,1091013,0.881
buttons,1090925,0.881
talent,1090643,0.881
surprising,1090198,0.882
snap,1089935,0.882
solution,1089640,0.882
click,1089140,0.882
alcohol,1088839,0.882
ridge,1088739,0.882
kicking,1088560,0.882
entry,1088339,0.882
soaked,1088158,0.882
prospect,1087717,0.882
frequently,1086446,0.882
resumed,1086045,0.882
intelligent,1085949,0.882
pissed,1085554,0.882
songs,1085455,0.882
arrangement,1085261,0.882
schedule,1084868,0.882
instructed,1084826,0.882
terribly,1084728,0.882
alien,1084361,0.882
retreat,1084251,0.882
waking,1083918,0.882
ankle,1083850,0.882
curved,1083794,0.882
roses,1083677,0.882
valuable,1082696,0.882
shakes,1082661,0.882
handkerchief,1082387,0.882
international,1081663,0.882
effects,1081607,0.882
active,1081182,0.882
tide,1080967,0.882
sunny,1080941,0.882
eastern,1080806,0.882
savage,1080655,0.882
embarrassment,1080382,0.882
bold,1080320,0.882
react,1080184,0.882
cheerful,1080013,0.882
balcony,1079366,0.882
clutching,1079273,0.882
hatred,1078903,0.882
booth,1078640,0.882
wandering,1078357,0.882
greeting,1077901,0.882
elbows,1077832,0.882
slumped,1077470,0.882
rhythm,1077191,0.882
patients,1076714,0.882
contrary,1076642,0.882
gap,1076350,0.882
suits,1076334,0.882
mix,1076261,0.882
darted,1075976,0.882
praise,1075840,0.883
poison,1074792,0.883
player,1074512,0.883
suite,1074041,0.883
channel,1073944,0.883
dating,1073240,0.883
landscape,1073168,0.883
fucked,1072790,0.883
goods,1072369,0.883
status,1072239,0.883
merry,1071576,0.883
ivy,1071474,0.883
morrow,1071315,0.883
newly,1071269,0.883
fashioned,1071094,0.883
juice,1070395,0.883
leapt,1070356,0.883
laying,1070341,0.883
floated,1070270,0.883
fetch,1070175,0.883
require,1070061,0.883
punched,1069294,0.883
slope,1069167,0.883
passengers,1068597,0.883
cabinet,1068406,0.883
winced,1067723,0.883
Indians,1067418,0.883
sticking,1067194,0.883
lace,1066807,0.883
disease,1065818,0.883
agency,1065701,0.883
rows,1065085,0.883
cocked,1064565,0.883
delay,1064491,0.883
piano,1064291,0.883
toilet,1064222,0.883
areas,1064158,0.883
angels,1063458,0.883
bolt,1062294,0.883
bend,1062266,0.883
steadily,1062122,0.883
jade,1061176,0.883
earned,1061142,0.883
uneasy,1060680,0.883
net,1060194,0.883
rocky,1058605,0.883
gratitude,1058511,0.883
candles,1057519,0.883
reaches,1057106,0.883
goddess,1056254,0.883
maintain,1056100,0.883
aimed,1055904,0.883
frowning,1055763,0.883
vulnerable,1055569,0.883
uttered,1055535,0.883
literature,1054078,0.883
worrying,1054057,0.884
resolved,1053076,0.884
defeat,1051830,0.884
core,1050666,0.884
torture,1050189,0.884
occasions,1049548,0.884
neighbors,1049121,0.884
invite,1048937,0.884
objects,1048042,0.884
admired,1047910,0.884
walker,1046641,0.884
shops,1046597,0.884
destiny,1046569,0.884
crashed,1046238,0.884
privacy,1045873,0.884
elderly,1045740,0.884
spat,1045182,0.884
lust,1044878,0.884
prize,1044093,0.884
sale,1043538,0.884
powder,1043042,0.884
icy,1042898,0.884
egg,1042737,0.884
dripping,1042413,0.884
package,1042226,0.884
hmm,1041925,0.884
beings,1041711,0.884
subtle,1041001,0.884
numerous,1040882,0.884
confess,1040814,0.884
temperature,1040622,0.884
overcome,1040533,0.884
fires,1039992,0.884
manners,1039986,0.884
arrangements,1038863,0.884
spiritual,1038855,0.884
heel,1038848,0.884
ducked,1038838,0.884
wasted,1038671,0.884
movies,1037040,0.884
laughs,1037005,0.884
Americans,1036898,0.884
October,1036799,0.884
concentrate,1036736,0.884
chat,1036248,0.884
knot,1035694,0.884
expert,1035425,0.884
farmer,1035073,0.884
fleet,1034950,0.884
intently,1034914,0.884
sniffed,1034617,0.884
rail,1034158,0.884
engagement,1033767,0.884
scratched,1033232,0.884
stretching,1032939,0.884
vaguely,1031474,0.884
recover,1031461,0.885
whispers,1031198,0.885
principal,1030905,0.885
link,1030786,0.885
ken,1030117,0.885
photographs,1029394,0.885
stack,1029368,0.885
miracle,1029248,0.885
prior,1027835,0.885
breaths,1027788,0.885
caring,1027412,0.885
blocked,1027225,0.885
unfortunate,1027191,0.885
boring,1026589,0.885
mouse,1026548,0.885
buck,1026539,0.885
mansion,1026441,0.885
bills,1026364,0.885
dignity,1025573,0.885
framed,1025509,0.885
brightly,1024554,0.885
wives,1024467,0.885
cities,1023623,0.885
jet,1023563,0.885
financial,1023552,0.885
pound,1023354,0.885
favour,1023304,0.885
meantime,1023073,0.885
guided,1022873,0.885
physically,1022865,0.885
elsewhere,1022476,0.885
appeal,1022268,0.885
firing,1022057,0.885
deputy,1022024,0.885
originally,1021675,0.885
