ngram,freq
I do not want to,3452943
I do not know what,2447786
in the middle of the,2153801
the other side of the,1925050
at the end of the,1762761
I did not want to,1717162
she did not want to,1609575
he did not want to,1563507
on the other side of,1518885
you do not have to,1333481
I do not know how,1243125
I 'm not going to,1068465
I do not think I,1004018
you do not want to,957652
for the first time in,939479
I do not know if,924812
on the edge of the,853871
did not know what to,842952
I do not know why,771429
I do not think so,759154
in the direction of the,733987
at the top of the,729427
would not be able to,727554
did not want to be,689212
I do not want you,673332
took a deep breath and,636837
at the bottom of the,629381
the other end of the,628321
do not want to be,627575
do you want me to,626971
what are you doing here,625789
will not be able to,607478
he was not going to,600886
"no , I do not",599695
not know what to do,594510
I did not know what,584754
had nothing to do with,578548
I did not mean to,578363
at the back of the,570563
at the edge of the,557304
do not know what to,550536
the middle of the night,541539
she was not going to,540380
I do not think you,534188
for the rest of the,532394
not know what to say,522532
in the center of the,520744
did not know how to,517601
had not been able to,517019
what are you going to,514501
as a matter of fact,513648
do not know what you,507333
it 's going to be,506580
what are you talking about,499731
but I do not think,494419
to the edge of the,487611
do not want you to,486528
and I do not want,482188
are you going to do,471392
if you do not mind,466757
I do not have to,466423
at the foot of the,464800
on the side of the,461803
the far end of the,455000
"for a moment , then",454268
but I do not know,453625
in the middle of a,453175
I do not think it,446653
you 're not going to,441416
out of the corner of,435586
I do not think he,434423
she took a deep breath,433751
you do not need to,428823
was not going to be,425395
the far side of the,418611
I was not going to,418286
he did not know what,414877
in the back of the,414497
do not know how to,411483
to the side of the,406442
I do not have a,406389
for the first time since,404032
she did not know what,400833
I do not even know,396121
it was the first time,392666
you know what I mean,389337
do not know what I,382461
to the back of the,381956
I can not tell you,381034
I do not think that,380766
but I do not want,380659
there was no sign of,380039
the edge of the bed,379740
the back of his neck,371932
it was going to be,368845
I do not know where,365367
I 'm going to be,365353
all the way to the,362491
he did not have to,362381
the rest of the day,360360
to the end of the,358889
I 'm not sure I,358732
to get out of the,358052
and I do not know,357007
is a work of fiction,356769
did not seem to be,348046
to the front of the,346499
I 'm going to have,345826
was going to have to,343003
she did not have to,339152
at the far end of,336896
to the top of the,335829
in any form or by,334223
any form or by any,333665
I ' m going to,331204
was going to be a,330774
he took a deep breath,330093
and at the same time,329252
at the head of the,329130
do not know if I,327545
I do not know about,327490
you 're going to be,325865
"well , I do not",323550
had no choice but to,320954
she looked up at him,320578
the side of the road,320449
to get out of here,319877
if you do not want,319333
and the rest of the,318540
to the other side of,317328
you do not know what,316735
by the end of the,312792
and for the first time,312625
"persons , living or dead",312441
form or by any means,312373
not have to worry about,311155
it was one of the,304130
has nothing to do with,303465
did not have time to,301349
"for a moment , and",299512
if it had not been,299356
I can not believe you,297036
of the author 's imagination,296473
I did not know you,292676
I can not wait to,291792
"no , no , no",291068
the end of the day,290582
do not want to go,289901
I do not have any,288978
not want to talk about,287894
did not want to go,285807
the opposite side of the,285592
I could not help but,284488
got out of the car,283979
the rest of my life,283258
I did not have to,283089
she closed her eyes and,282968
at the other end of,280956
had something to do with,280521
the back of his head,278874
the top of the stairs,278680
have anything to do with,277402
on the far side of,276821
but at the same time,276249
in the corner of the,275731
if that 's what you,275452
I do not think we,274377
I do not need to,271051
on either side of the,270106
you 're going to have,269833
"he said , his voice",266972
why did not you tell,266811
I do not think she,266770
she could not help but,265043
the back of her neck,264578
her arms around his neck,264240
at the front of the,263614
the middle of the room,262453
what do you want to,260787
on the back of the,260328
the rest of the world,260188
but it was too late,257976
the corner of his eye,257962
in and out of the,257211
what do you think of,256166
and I do not think,254152
"no , I 'm not",253730
I did not know how,253627
he did not know how,252930
out of the car and,252370
did not want him to,251993
he could not help but,250838
we do not want to,250539
she did not know how,249853
the author 's imagination or,249065
do not worry about it,247913
the top of her head,247739
"oh , I do not",247680
sat on the edge of,247096
the rest of the way,245277
This is a work of,244774
if it were not for,244249
with the rest of the,243573
I do not know that,243216
did not you tell me,243209
"names , characters , places",242991
the back of the house,242566
we do not have to,241240
we 're going to have,239693
I do not know who,239542
I 'm not sure what,239502
what can I do for,239171
the fact that he was,239003
at the end of a,237900
"no , I did not",237826
in the centre of the,237678
imagination or are used fictitiously,236896
that 's not what I,234979
I need to talk to,234128
to find a way to,233812
can I do for you,233681
I took a deep breath,233579
the rest of his life,232806
what the hell are you,232425
he did not seem to,232140
I 'll take care of,231583
the corner of her eye,231539
"I 'm sorry , I",231463
and I 'm going to,230792
to keep an eye on,230727
you 're the one who,229770
author 's imagination or are,229505
leaned back in his chair,229359
do not want to talk,229333
I 'm going to get,229154
to go back to the,228762
it had not been for,228074
not know what you 're,228032
what you 're talking about,227780
as if it were a,227718
nothing to do with the,227609
and I did not want,226354
are we going to do,225645
at the side of the,225302
was not the only one,225293
do not think it 's,224805
of this book may be,223497
it was not long before,223255
I 'll be right back,223079
to talk to you about,222548
did not want to think,220491
on the back of his,220309
he shook his head and,219693
what are we going to,218952
