ngram,rank,freq,cumshare
explanation,1924,12282080,0.618
behaviour,1925,12279566,0.618
affairs,1926,12277416,0.618
select,1927,12273247,0.618
reform,1928,12265845,0.619
competition,1929,12263068,0.619
pieces,1930,12248991,0.619
bag,1931,12245874,0.619
thou,1932,12244208,0.619
increasingly,1933,12240209,0.619
worry,1934,12226478,0.619
somewhat,1935,12220496,0.619
references,1936,12217601,0.619
anger,1937,12216649,0.619
agree,1938,12208924,0.619
highest,1939,12185457,0.619
resource,1940,12184484,0.619
solutions,1941,12183106,0.619
humans,1942,12173420,0.619
remove,1943,12172534,0.619
corporate,1944,12164744,0.619
injury,1945,12161768,0.619
obviously,1946,12154172,0.619
silver,1947,12151364,0.619
fat,1948,12148909,0.619
resolution,1949,12144176,0.619
camp,1950,12132483,0.620
unable,1951,12103449,0.620
club,1952,12097549,0.620
largely,1953,12090899,0.620
mountain,1954,12089606,0.620
assumed,1955,12088601,0.620
exposure,1956,12088140,0.620
notion,1957,12070409,0.620
adults,1958,12068794,0.620
salt,1959,12066103,0.620
linear,1960,12064713,0.620
matrix,1961,12059262,0.620
transition,1962,12059104,0.620
alive,1963,12055119,0.620
functional,1964,12039782,0.620
radio,1965,12037892,0.620
forget,1966,12035756,0.620
passage,1967,12025106,0.620
detailed,1968,12023219,0.620
mechanism,1969,12008942,0.620
pick,1970,12007649,0.620
till,1971,12001951,0.620
tend,1972,11995637,0.621
star,1973,11989363,0.621
remembered,1974,11983343,0.621
shut,1975,11971559,0.621
pull,1976,11968396,0.621
indicate,1977,11965378,0.621
participation,1978,11956375,0.621
flat,1979,11954400,0.621
join,1980,11954126,0.621
accessed,1981,11953202,0.621
display,1982,11945955,0.621
indicated,1983,11943815,0.621
pure,1984,11940596,0.621
movements,1985,11940190,0.621
eastern,1986,11934579,0.621
surprised,1987,11927411,0.621
kinds,1988,11917670,0.621
structural,1989,11916670,0.621
count,1990,11914775,0.621
mid,1991,11910301,0.621
carbon,1992,11907417,0.621
extremely,1993,11890531,0.621
divine,1994,11886070,0.622
track,1995,11882203,0.622
liked,1996,11882183,0.622
edition,1997,11881449,0.622
customer,1998,11869392,0.622
video,1999,11867179,0.622
sought,2000,11866263,0.622
documents,2001,11861017,0.622
escape,2002,11859323,0.622
weak,2003,11854149,0.622
represents,2004,11852994,0.622
throat,2005,11849342,0.622
bridge,2006,11847024,0.622
permission,2007,11828282,0.622
besides,2008,11813826,0.622
similarly,2009,11813122,0.622
link,2010,11798017,0.622
putting,2011,11795333,0.622
closely,2012,11793001,0.622
waste,2013,11787194,0.622
evolution,2014,11781209,0.622
contain,2015,11776587,0.622
muscle,2016,11774359,0.622
partner,2017,11763155,0.623
positions,2018,11760725,0.623
enjoy,2019,11759898,0.623
origin,2020,11759771,0.623
consumption,2021,11748006,0.623
assets,2022,11738356,0.623
prices,2023,11734969,0.623
criteria,2024,11727697,0.623
season,2025,11723093,0.623
adopted,2026,11716078,0.623
density,2027,11710537,0.623
probability,2028,11706132,0.623
games,2029,11698071,0.623
eating,2030,11692884,0.623
grant,2031,11692833,0.623
strategic,2032,11691574,0.623
numerous,2033,11686949,0.623
mixed,2034,11680015,0.623
consistent,2035,11680012,0.623
calling,2036,11678107,0.623
boat,2037,11672803,0.623
houses,2038,11668724,0.623
conducted,2039,11662337,0.623
dynamic,2040,11658647,0.624
democratic,2041,11657177,0.624
involves,2042,11653192,0.624
broke,2043,11638438,0.624
consciousness,2044,11636322,0.624
silent,2045,11633849,0.624
outcome,2046,11633223,0.624
achieved,2047,11622882,0.624
aside,2048,11617809,0.624
express,2049,11611908,0.624
debt,2050,11609988,0.624
joined,2051,11597788,0.624
derived,2052,11596967,0.624
television,2053,11594245,0.624
marketing,2054,11584987,0.624
empire,2055,11580947,0.624
beauty,2056,11580920,0.624
extra,2057,11577642,0.624
limits,2058,11570637,0.624
circle,2059,11569762,0.624
waited,2060,11562637,0.624
remaining,2061,11562198,0.624
threat,2062,11561161,0.624
principal,2063,11559227,0.625
tea,2064,11544106,0.625
customers,2065,11540391,0.625
investigation,2066,11535986,0.625
intervention,2067,11531274,0.625
teeth,2068,11527792,0.625
grand,2069,11519690,0.625
prove,2070,11518983,0.625
dance,2071,11516376,0.625
domain,2072,11513968,0.625
greatest,2073,11512793,0.625
statements,2074,11502496,0.625
advice,2075,11500795,0.625
reader,2076,11496454,0.625
yellow,2077,11495173,0.625
catch,2078,11488460,0.625
fellow,2079,11481433,0.625
cool,2080,11469741,0.625
pages,2081,11466585,0.625
employed,2082,11458884,0.625
fun,2083,11444835,0.625
plate,2084,11431592,0.625
taught,2085,11418743,0.625
rural,2086,11411120,0.626
desk,2087,11410729,0.626
devices,2088,11406711,0.626
approximately,2089,11406685,0.626
driving,2090,11405164,0.626
sentence,2091,11403516,0.626
sold,2092,11403257,0.626
fighting,2093,11399172,0.626
mainly,2094,11395565,0.626
efficiency,2095,11393544,0.626
identification,2096,11374522,0.626
mail,2097,11364685,0.626
currently,2098,11354608,0.626
glanced,2099,11347801,0.626
cast,2100,11347123,0.626
fund,2101,11338543,0.626
examination,2102,11334001,0.626
diagnosis,2103,11330849,0.626
containing,2104,11324822,0.626
dangerous,2105,11319975,0.626
storage,2106,11313874,0.626
wondered,2107,11309172,0.626
ye,2108,11298425,0.626
campaign,2109,11295856,0.627
sin,2110,11295023,0.627
cried,2111,11294829,0.627
lying,2112,11285964,0.627
aspect,2113,11284287,0.627
mechanisms,2114,11281689,0.627
gene,2115,11274620,0.627
finger,2116,11272358,0.627
famous,2117,11269801,0.627
somewhere,2118,11260460,0.627
reasonable,2119,11259927,0.627
primarily,2120,11258167,0.627
guard,2121,11253738,0.627
plus,2122,11252366,0.627
recognize,2123,11248965,0.627
wearing,2124,11238661,0.627
decide,2125,11236517,0.627
vehicle,2126,11233662,0.627
employee,2127,11231547,0.627
trip,2128,11223725,0.627
immediate,2129,11212423,0.627
proceedings,2130,11206684,0.627
moments,2131,11204660,0.627
depends,2132,11179684,0.627
driven,2133,11174072,0.628
necessarily,2134,11162005,0.628
random,2135,11152403,0.628
Spanish,2136,11146626,0.628
danger,2137,11142263,0.628
colleagues,2138,11137572,0.628
integration,2139,11137555,0.628
careful,2140,11136568,0.628
repeated,2141,11134070,0.628
infection,2142,11133330,0.628
authorities,2143,11124749,0.628
theoretical,2144,11123261,0.628
monitoring,2145,11121109,0.628
marked,2146,11100369,0.628
headed,2147,11082609,0.628
entry,2148,11078277,0.628
define,2149,11078120,0.628
intellectual,2150,11077577,0.628
summary,2151,11075318,0.628
consideration,2152,11070606,0.628
corresponding,2153,11070359,0.628
sharp,2154,11069174,0.628
crowd,2155,11068235,0.628
category,2156,11053157,0.628
lies,2157,11039375,0.629
kiss,2158,11029329,0.629
considering,2159,11023095,0.629
host,2160,11016901,0.629
tomorrow,2161,11016527,0.629
regulations,2162,11014081,0.629
completed,2163,11005632,0.629
banks,2164,10998091,0.629
talked,2165,10997818,0.629
ear,2166,10997700,0.629
ordinary,2167,10979991,0.629
furthermore,2168,10973489,0.629
load,2169,10971140,0.629
nose,2170,10966354,0.629
unlike,2171,10965645,0.629
ideal,2172,10960052,0.629
happens,2173,10957904,0.629
tasks,2174,10955795,0.629
courts,2175,10940452,0.629
texts,2176,10940148,0.629
commonly,2177,10939177,0.629
missing,2178,10934995,0.629
widely,2179,10932363,0.629
turns,2180,10929574,0.629
revealed,2181,10929169,0.630
refer,2182,10916821,0.630
easier,2183,10914784,0.630
improvement,2184,10911285,0.630
flight,2185,10904880,0.630
tongue,2186,10900365,0.630
directed,2187,10900048,0.630
zero,2188,10894256,0.630
ill,2189,10891387,0.630
struggle,2190,10878115,0.630
universal,2191,10876586,0.630
surgery,2192,10867704,0.630
emphasis,2193,10863808,0.630
joy,2194,10858545,0.630
publication,2195,10852166,0.630
executive,2196,10850819,0.630
carrying,2197,10849128,0.630
prince,2198,10846680,0.630
begins,2199,10846443,0.630
milk,2200,10842165,0.630
answers,2201,10841833,0.630
temple,2202,10831168,0.630
paragraph,2203,10826441,0.630
contained,2204,10825679,0.630
continuous,2205,10823156,0.630
darkness,2206,10818554,0.631
channel,2207,10817141,0.631
democracy,2208,10816382,0.631
angry,2209,10809576,0.631
healthy,2210,10800229,0.631
emotions,2211,10799530,0.631
capable,2212,10791858,0.631
twice,2213,10789804,0.631
awareness,2214,10787276,0.631
categories,2215,10778470,0.631
glad,2216,10777934,0.631
anxiety,2217,10777232,0.631
divided,2218,10775738,0.631
rain,2219,10769929,0.631
sugar,2220,10766367,0.631
linked,2221,10765367,0.631
prison,2222,10764188,0.631
shop,2223,10763860,0.631
lifted,2224,10758049,0.631
stuff,2225,10753940,0.631
somehow,2226,10752195,0.631
reflect,2227,10752114,0.631
museum,2228,10745272,0.631
younger,2229,10741942,0.631
acting,2230,10738569,0.632
liquid,2231,10737696,0.632
owner,2232,10737216,0.632
contents,2233,10734343,0.632
passing,2234,10728501,0.632
sections,2235,10723563,0.632
narrow,2236,10721229,0.632
hidden,2237,10718699,0.632
taste,2238,10718035,0.632
buildings,2239,10715969,0.632
budget,2240,10712055,0.632
provisions,2241,10709508,0.632
disorders,2242,10706070,0.632
delivery,2243,10699299,0.632
grown,2244,10692453,0.632
discourse,2245,10685454,0.632
scheme,2246,10682703,0.632
payment,2247,10676779,0.632
literary,2248,10674958,0.632
characters,2249,10674516,0.632
equally,2250,10668381,0.632
personality,2251,10661651,0.632
considerable,2252,10658553,0.632
transformation,2253,10657695,0.632
consumer,2254,10656695,0.632
biological,2255,10651581,0.633
farm,2256,10645369,0.633
visible,2257,10636003,0.633
depth,2258,10635316,0.633
suffering,2259,10630670,0.633
fluid,2260,10629992,0.633
whispered,2261,10624954,0.633
distinct,2262,10615862,0.633
proof,2263,10610965,0.633
gray,2264,10609010,0.633
theories,2265,10607580,0.633
abuse,2266,10600293,0.633
choices,2267,10600197,0.633
card,2268,10572350,0.633
depending,2269,10561198,0.633
interactions,2270,10558829,0.633
collective,2271,10555059,0.633
improved,2272,10554100,0.633
disorder,2273,10551817,0.633
constitution,2274,10550185,0.633
realize,2275,10544248,0.633
sons,2276,10537328,0.633
firms,2277,10521822,0.633
listening,2278,10518855,0.633
valley,2279,10517640,0.633
shirt,2280,10517291,0.634
debate,2281,10515830,0.634
estimated,2282,10512066,0.634
decades,2283,10511753,0.634
unknown,2284,10505519,0.634
sciences,2285,10504967,0.634
housing,2286,10504921,0.634
profit,2287,10503022,0.634
significance,2288,10495801,0.634
engaged,2289,10489680,0.634
attitude,2290,10479379,0.634
prayer,2291,10479238,0.634
coast,2292,10479108,0.634
respond,2293,10472895,0.634
republic,2294,10468498,0.634
tall,2295,10458845,0.634
leaned,2296,10457300,0.634
counter,2297,10450764,0.634
jobs,2298,10436545,0.634
ends,2299,10434943,0.634
faced,2300,10425168,0.634
mention,2301,10413815,0.634
heads,2302,10403173,0.634
seeking,2303,10392690,0.634
copy,2304,10388561,0.634
wealth,2305,10383102,0.634
logic,2306,10382076,0.635
steel,2307,10381545,0.635
tiny,2308,10381433,0.635
measurement,2309,10380037,0.635
depression,2310,10379697,0.635
largest,2311,10367475,0.635
mobile,2312,10362223,0.635
generated,2313,10356841,0.635
excellent,2314,10347350,0.635
frank,2315,10343332,0.635
handle,2316,10341820,0.635
concluded,2317,10340403,0.635
poverty,2318,10336824,0.635
determination,2319,10330826,0.635
tonight,2320,10295061,0.635
sick,2321,10292444,0.635
technologies,2322,10289940,0.635
manage,2323,10285267,0.635
parent,2324,10278767,0.635
uncle,2325,10278111,0.635
implications,2326,10273048,0.635
stable,2327,10272781,0.635
creative,2328,10272647,0.635
weather,2329,10272098,0.635
ultimately,2330,10265355,0.635
exists,2331,10263752,0.635
surely,2332,10253788,0.636
released,2333,10248894,0.636
sum,2334,10242765,0.636
settled,2335,10239943,0.636
convention,2336,10238790,0.636
column,2337,10237881,0.636
recovery,2338,10231052,0.636
era,2339,10219393,0.636
faces,2340,10212191,0.636
snow,2341,10207634,0.636
stomach,2342,10205133,0.636
refers,2343,10195837,0.636
laugh,2344,10193480,0.636
brothers,2345,10188016,0.636
gift,2346,10159701,0.636
doors,2347,10145839,0.636
appeal,2348,10142197,0.636
readers,2349,10138814,0.636
win,2350,10137666,0.636
motor,2351,10133004,0.636
genetic,2352,10132368,0.636
argue,2353,10106920,0.636
recorded,2354,10104781,0.636
rapid,2355,10101823,0.636
horses,2356,10097318,0.636
mechanical,2357,10097043,0.636
demonstrated,2358,10092192,0.637
roles,2359,10087470,0.637
childhood,2360,10079426,0.637
deeply,2361,10076792,0.637
planned,2362,10072405,0.637
rare,2363,10072403,0.637
hoped,2364,10042974,0.637
shock,2365,10041313,0.637
proved,2366,10039910,0.637
match,2367,10039720,0.637
difficulty,2368,10039122,0.637
border,2369,10036463,0.637
won,2370,10035838,0.637
alcohol,2371,10018725,0.637
sudden,2372,10016943,0.637
induced,2373,10016099,0.637
traffic,2374,10013178,0.637
estate,2375,10009729,0.637
agencies,2376,10003111,0.637
stability,2377,9987320,0.637
translation,2378,9987276,0.637
seconds,2379,9980938,0.637
rising,2380,9979045,0.637
sell,2381,9972444,0.637
thy,2382,9971480,0.637
informed,2383,9966569,0.637
wonderful,2384,9964451,0.638
scope,2385,9961806,0.638
advance,2386,9959785,0.638
fruit,2387,9957833,0.638
risks,2388,9955810,0.638
effectively,2389,9953791,0.638
fifty,2390,9951812,0.638
raise,2391,9949379,0.638
equivalent,2392,9946761,0.638
angle,2393,9946075,0.638
sharing,2394,9916842,0.638
emergency,2395,9916411,0.638
acute,2396,9909178,0.638
height,2397,9907765,0.638
tells,2398,9906992,0.638
beliefs,2399,9898418,0.638
articles,2400,9889780,0.638
publishing,2401,9886660,0.638
leg,2402,9877640,0.638
clients,2403,9874993,0.638
officials,2404,9870538,0.638
rooms,2405,9868161,0.638
busy,2406,9864503,0.638
indicates,2407,9855599,0.638
helping,2408,9854693,0.638
root,2409,9841821,0.638
zone,2410,9833885,0.638
beach,2411,9826100,0.639
route,2412,9823409,0.639
golden,2413,9823344,0.639
falling,2414,9817473,0.639
corporation,2415,9815703,0.639
election,2416,9812061,0.639
syndrome,2417,9811675,0.639
committed,2418,9809297,0.639
twelve,2419,9805885,0.639
forty,2420,9789182,0.639
describes,2421,9788966,0.639
innovation,2422,9783316,0.639
organized,2423,9780876,0.639
bringing,2424,9779824,0.639
moon,2425,9773796,0.639
concrete,2426,9768203,0.639
portion,2427,9764947,0.639
perceived,2428,9754734,0.639
teach,2429,9751268,0.639
governments,2430,9740887,0.639
curve,2431,9738362,0.639
composition,2432,9733431,0.639
suppressed,2433,9728482,0.639
tight,2434,9726478,0.639
diversity,2435,9725393,0.639
samples,2436,9725239,0.639
collected,2437,9722384,0.639
attempts,2438,9721022,0.639
chronic,2439,9716801,0.640
unto,2440,9704534,0.640
observation,2441,9702629,0.640
fill,2442,9701785,0.640
thousands,2443,9701690,0.640
statistics,2444,9701668,0.640
bond,2445,9697939,0.640
experiment,2446,9682815,0.640
murder,2447,9682174,0.640
helps,2448,9676630,0.640
commitment,2449,9673138,0.640
absolute,2450,9669343,0.640
treat,2451,9660890,0.640
chapters,2452,9657964,0.640
sensitive,2453,9656862,0.640
secure,2454,9652813,0.640
fuel,2455,9649989,0.640
cook,2456,9646134,0.640
beat,2457,9641772,0.640
dressed,2458,9640831,0.640
normally,2459,9640000,0.640
offering,2460,9637586,0.640
rapidly,2461,9637564,0.640
contribution,2462,9636601,0.640
wear,2463,9633357,0.640
allowing,2464,9622814,0.640
topic,2465,9621112,0.640
extreme,2466,9612362,0.641
pocket,2467,9611992,0.641
ministry,2468,9596301,0.641
diseases,2469,9587102,0.641
strongly,2470,9576007,0.641
ought,2471,9574384,0.641
gate,2472,9572038,0.641
apparent,2473,9568621,0.641
row,2474,9568536,0.641
desired,2475,9568034,0.641
pictures,2476,9564987,0.641
driver,2477,9563745,0.641
handed,2478,9554757,0.641
demands,2479,9548795,0.641
claimed,2480,9545837,0.641
senior,2481,9539632,0.641
wisdom,2482,9534827,0.641
algorithm,2483,9533688,0.641
pressed,2484,9529474,0.641
efficient,2485,9518959,0.641
grabbed,2486,9515148,0.641
scholars,2487,9514354,0.641
maintenance,2488,9511524,0.641
assembly,2489,9510882,0.641
ethnic,2490,9506865,0.641
agricultural,2491,9503532,0.641
arts,2492,9501633,0.641
gently,2493,9494279,0.641
perception,2494,9492246,0.642
experiments,2495,9490552,0.642
bought,2496,9484669,0.642
tired,2497,9482385,0.642
percentage,2498,9475562,0.642
edited,2499,9474198,0.642
cry,2500,9469430,0.642
organic,2501,9458210,0.642
provision,2502,9451755,0.642
welfare,2503,9451570,0.642
underlying,2504,9446214,0.642
oral,2505,9437102,0.642
institutional,2506,9433210,0.642
struck,2507,9427252,0.642
versus,2508,9423582,0.642
refused,2509,9417302,0.642
reporting,2510,9415327,0.642
aim,2511,9412629,0.642
involving,2512,9411912,0.642
troops,2513,9406359,0.642
facilities,2514,9404493,0.642
button,2515,9400926,0.642
engine,2516,9399681,0.642
molecular,2517,9396520,0.642
hole,2518,9395863,0.642
languages,2519,9392238,0.642
guys,2520,9391149,0.642
wet,2521,9388314,0.642
barely,2522,9377705,0.643
breast,2523,9377472,0.643
purchase,2524,9375315,0.643
substance,2525,9364654,0.643
institution,2526,9359298,0.643
waves,2527,9350030,0.643
streets,2528,9337219,0.643
continues,2529,9336249,0.643
administrative,2530,9334417,0.643
lights,2531,9331796,0.643
fashion,2532,9331528,0.643
properly,2533,9330160,0.643
organizational,2534,9322723,0.643
classical,2535,9318720,0.643
stayed,2536,9315751,0.643
stages,2537,9313741,0.643
survival,2538,9312142,0.643
regarded,2539,9310479,0.643
item,2540,9287331,0.643
independence,2541,9276265,0.643
promote,2542,9273839,0.643
arguments,2543,9256970,0.643
ears,2544,9256482,0.643
meat,2545,9253299,0.643
flesh,2546,9243656,0.643
drove,2547,9241508,0.643
sheet,2548,9236673,0.643
comments,2549,9233515,0.643
engage,2550,9232832,0.643
supreme,2551,9231696,0.644
ethics,2552,9209339,0.644
preparation,2553,9207379,0.644
ocean,2554,9192727,0.644
calculated,2555,9189307,0.644
port,2556,9186613,0.644
ride,2557,9169768,0.644
touched,2558,9152317,0.644
exposed,2559,9149001,0.644
editor,2560,9145557,0.644
bread,2561,9145536,0.644
consists,2562,9145439,0.644
whenever,2563,9144593,0.644
camera,2564,9137425,0.644
smoke,2565,9134417,0.644
dollars,2566,9132656,0.644
sale,2567,9126639,0.644
architecture,2568,9122398,0.644
perfectly,2569,9121901,0.644
max,2570,9119201,0.644
stars,2571,9116090,0.644
adding,2572,9106986,0.644
variation,2573,9092628,0.644
ethical,2574,9088137,0.644
expansion,2575,9084436,0.644
plays,2576,9076513,0.644
intensity,2577,9072119,0.644
issued,2578,9064553,0.644
spoken,2579,9053247,0.644
electric,2580,9048878,0.645
observations,2581,9043305,0.645
colonial,2582,9039460,0.645
governance,2583,9037422,0.645
reactions,2584,9031111,0.645
comfortable,2585,9025374,0.645
nobody,2586,9015316,0.645
grade,2587,9015202,0.645
replaced,2588,9013365,0.645
hung,2589,9012956,0.645
addressed,2590,9012246,0.645
writer,2591,9007726,0.645
score,2592,9004722,0.645
binding,2593,9002232,0.645
birds,2594,9001898,0.645
household,2595,8996898,0.645
dogs,2596,8995714,0.645
integrated,2597,8993967,0.645
distinction,2598,8991526,0.645
dealing,2599,8991314,0.645
smooth,2600,8983006,0.645
oxygen,2601,8982274,0.645
suit,2602,8978040,0.645
weapons,2603,8976137,0.645
classification,2604,8975217,0.645
players,2605,8965969,0.645
nervous,2606,8962694,0.645
attached,2607,8961620,0.645
characteristic,2608,8960727,0.645
calm,2609,8959957,0.645
promised,2610,8958524,0.646
vast,2611,8948728,0.646
bay,2612,8946474,0.646
initially,2613,8946316,0.646
ray,2614,8940135,0.646
database,2615,8932602,0.646
prime,2616,8931152,0.646
armed,2617,8930955,0.646
specified,2618,8918869,0.646
laboratory,2619,8907366,0.646
economics,2620,8902333,0.646
magic,2621,8896117,0.646
expectations,2622,8895380,0.646
regime,2623,8895239,0.646
harm,2624,8890706,0.646
examine,2625,8888568,0.646
naturally,2626,8876014,0.646
apartment,2627,8875936,0.646
loud,2628,8875215,0.646
rolled,2629,8865313,0.646
substantial,2630,8861736,0.646
holds,2631,8857554,0.646
directions,2632,8852129,0.646
mirror,2633,8846771,0.646
actors,2634,8833176,0.646
yield,2635,8829025,0.646
cultures,2636,8827642,0.646
feedback,2637,8826008,0.646
drinking,2638,8821760,0.646
flowers,2639,8821724,0.646
involvement,2640,8821304,0.647
branch,2641,8819904,0.647
reflected,2642,8819475,0.647
territory,2643,8814782,0.647
tables,2644,8813572,0.647
stands,2645,8809206,0.647
dreams,2646,8803261,0.647
permanent,2647,8801985,0.647
threw,2648,8796058,0.647
dose,2649,8791506,0.647
minor,2650,8782581,0.647
managers,2651,8773164,0.647
shaped,2652,8760976,0.647
worried,2653,8757380,0.647
lunch,2654,8753814,0.647
gap,2655,8752910,0.647
push,2656,8750802,0.647
extensive,2657,8749527,0.647
reflection,2658,8748419,0.647
cat,2659,8744684,0.647
engagement,2660,8735710,0.647
files,2661,8734696,0.647
listed,2662,8726427,0.647
objectives,2663,8723299,0.647
dynamics,2664,8722990,0.647
seriously,2665,8722571,0.647
forever,2666,8712315,0.647
stream,2667,8710818,0.647
conventional,2668,8704497,0.647
decrease,2669,8703256,0.647
recommended,2670,8696535,0.648
quietly,2671,8695644,0.648
declared,2672,8691496,0.648
nineteenth,2673,8687646,0.648
print,2674,8685467,0.648
legislation,2675,8683709,0.648
radical,2676,8674370,0.648
prepare,2677,8672698,0.648
films,2678,8663345,0.648
witness,2679,8653502,0.648
beings,2680,8649561,0.648
crossed,2681,8649446,0.648
surrounding,2682,8644936,0.648
periods,2683,8635279,0.648
worst,2684,8628247,0.648
session,2685,8628060,0.648
opposition,2686,8626911,0.648
granted,2687,8619216,0.648
mere,2688,8615498,0.648
reaching,2689,8613802,0.648
plain,2690,8613546,0.648
nurse,2691,8611577,0.648
contribute,2692,8609582,0.648
cooperation,2693,8609487,0.648
billion,2694,8608597,0.648
panel,2695,8605677,0.648
tension,2696,8596276,0.648
bedroom,2697,8591768,0.648
superior,2698,8587803,0.648
website,2699,8585394,0.648
cloud,2700,8585209,0.648
owned,2701,8581734,0.649
illness,2702,8577327,0.649
presents,2703,8576484,0.649
dominant,2704,8574609,0.649
universe,2705,8570706,0.649
happiness,2706,8562479,0.649
presentation,2707,8561893,0.649
guidelines,2708,8556482,0.649
dimensions,2709,8556400,0.649
rarely,2710,8554826,0.649
memories,2711,8552469,0.649
profile,2712,8549039,0.649
scanned,2713,8537710,0.649
assigned,2714,8531770,0.649
spending,2715,8530597,0.649
mountains,2716,8525835,0.649
fallen,2717,8521140,0.649
crucial,2718,8512920,0.649
comprehensive,2719,8510932,0.649
involve,2720,8510850,0.649
degrees,2721,8506674,0.649
knees,2722,8499235,0.649
discovery,2723,8494345,0.649
demonstrate,2724,8488759,0.649
representative,2725,8481655,0.649
liberal,2726,8477954,0.649
formula,2727,8472388,0.649
equations,2728,8468544,0.649
precisely,2729,8465489,0.649
entrance,2730,8457923,0.649
landscape,2731,8456808,0.649
sports,2732,8456699,0.650
examined,2733,8456561,0.650
sub,2734,8455960,0.650
stairs,2735,8450810,0.650
writers,2736,8444283,0.650
extension,2737,8443389,0.650
gathered,2738,8430300,0.650
funding,2739,8427832,0.650
statistical,2740,8426323,0.650
breakfast,2741,8424985,0.650
absolutely,2742,8423819,0.650
estimate,2743,8422107,0.650
welcome,2744,8412561,0.650
suitable,2745,8411964,0.650
delivered,2746,8411416,0.650
comfort,2747,8399697,0.650
trans,2748,8397780,0.650
bus,2749,8394925,0.650
poetry,2750,8394642,0.650
feels,2751,8392949,0.650
fault,2752,8388774,0.650
smell,2753,8386638,0.650
amounts,2754,8383670,0.650
valuable,2755,8380472,0.650
characterized,2756,8367924,0.650
controls,2757,8360602,0.650
nerve,2758,8360434,0.650
conscious,2759,8354729,0.650
fail,2760,8353359,0.650
communications,2761,8346967,0.650
difficulties,2762,8345770,0.650
detection,2763,8333367,0.650
breathing,2764,8332233,0.651
prevention,2765,8331879,0.651
settings,2766,8329911,0.651
spatial,2767,8327587,0.651
staring,2768,8318839,0.651
accurate,2769,8317968,0.651
mixture,2770,8316948,0.651
explore,2771,8307918,0.651
instructions,2772,8303168,0.651
receiving,2773,8300605,0.651
finance,2774,8298275,0.651
facing,2775,8298039,0.651
perspectives,2776,8274020,0.651
centuries,2777,8267289,0.651
links,2778,8264077,0.651
terrible,2779,8263976,0.651
recall,2780,8260434,0.651
kissed,2781,8258336,0.651
attitudes,2782,8254124,0.651
contrary,2783,8251810,0.651
evident,2784,8250843,0.651
serving,2785,8239480,0.651
damn,2786,8235304,0.651
shadow,2787,8232472,0.651
hide,2788,8232314,0.651
saved,2789,8228032,0.651
consequence,2790,8226348,0.651
ex,2791,8225285,0.651
pool,2792,8222469,0.651
unfortunately,2793,8218062,0.651
distributed,2794,8217288,0.651
aunt,2795,8209937,0.651
requirement,2796,8209573,0.652
enjoyed,2797,8208308,0.652
hate,2798,8207334,0.652
thereby,2799,8204656,0.652
bird,2800,8203482,0.652
transmission,2801,8200066,0.652
boundary,2802,8192969,0.652
compare,2803,8191862,0.652
returns,2804,8191229,0.652
partners,2805,8182972,0.652
copied,2806,8181407,0.652
fifteen,2807,8180894,0.652
thee,2808,8174978,0.652
brand,2809,8166481,0.652
uniform,2810,8164805,0.652
charged,2811,8163766,0.652
accounting,2812,8152400,0.652
maintained,2813,8143187,0.652
elsewhere,2814,8126614,0.652
agriculture,2815,8125101,0.652
treaty,2816,8125096,0.652
spaces,2817,8116322,0.652
imagination,2818,8105319,0.652
burning,2819,8103432,0.652
exception,2820,8102816,0.652
radiation,2821,8094479,0.652
racial,2822,8094446,0.652
particles,2823,8091634,0.652
comment,2824,8090380,0.652
sword,2825,8088046,0.652
grass,2826,8088033,0.652
revenue,2827,8085635,0.652
wished,2828,8081908,0.652
bottle,2829,8081431,0.653
personnel,2830,8079959,0.653
acquired,2831,8077795,0.653
finish,2832,8075134,0.653
forgotten,2833,8072317,0.653
wore,2834,8068542,0.653
satisfaction,2835,8066750,0.653
proteins,2836,8064882,0.653
ah,2837,8063979,0.653
fly,2838,8055511,0.653
signed,2839,8049267,0.653
instruments,2840,8048788,0.653
ages,2841,8047752,0.653
connections,2842,8046738,0.653
attacks,2843,8042444,0.653
feed,2844,8037771,0.653
breaking,2845,8035945,0.653
circuit,2846,8035239,0.653
magnetic,2847,8034087,0.653
ofthe,2848,8031556,0.653
ships,2849,8030990,0.653
sand,2850,8027844,0.653
meetings,2851,8027168,0.653
missed,2852,8020077,0.653
supporting,2853,8018889,0.653
emerged,2854,8017716,0.653
sounded,2855,8008094,0.653
boundaries,2856,8001500,0.653
honor,2857,7999042,0.653
empirical,2858,7997985,0.653
expert,2859,7996290,0.653
scientists,2860,7995121,0.653
hers,2861,7985174,0.653
establishment,2862,7980499,0.654
complexity,2863,7977262,0.654
asks,2864,7976454,0.654
reducing,2865,7976304,0.654
plastic,2866,7975005,0.654
photo,2867,7972683,0.654
programme,2868,7970221,0.654
cars,2869,7969349,0.654
consequently,2870,7963583,0.654
pale,2871,7962542,0.654
manufacturing,2872,7960995,0.654
separation,2873,7957148,0.654
phenomenon,2874,7956233,0.654
societies,2875,7955281,0.654
causing,2876,7954827,0.654
vector,2877,7952570,0.654
instrument,2878,7951447,0.654
helpful,2879,7945262,0.654
assumption,2880,7944532,0.654
encourage,2881,7943240,0.654
sees,2882,7940721,0.654
membrane,2883,7933727,0.654
originally,2884,7932136,0.654
victim,2885,7928826,0.654
bell,2886,7921364,0.654
intention,2887,7917531,0.654
emotion,2888,7915801,0.654
wise,2889,7910520,0.654
