ngram,freq
_._ _END_,1756333767
_PRON_ _VERB_,1471760370
_VERB_ _ADP_,1053758247
_VERB_ _DET_,915343894
_ADJ_ _._,779088048
_VERB_ _ADV_,771074482
_VERB_ _VERB_,681382191
de _NOUN_,667358378
de_ADP _NOUN_,663457277
la _NOUN_,661111236
la_DET _NOUN_,661033546
_ADJ_ _NOUN_,658653708
_._ _NOUN_,634883910
_PRON_ _PRON_,552289417
_VERB_ _._,499240056
_._ _PRON_,428748734
_._ _DET_,423521332
le _NOUN_,412861469
le_DET _NOUN_,412860645
de _DET_,405132020
de_ADP _DET_,405126603
_ADJ_ _ADP_,394593374
les _NOUN_,356491928
les_DET _NOUN_,356416135
_START_ _DET_,351849817
des _NOUN_,348365331
_._ _VERB_,347661423
_._ _ADP_,347100744
_START_ _NOUN_,342811972
"_ADJ_ ,",335575435
"_ADJ_ ,_.",335574826
_X_ _X_,326711842
_START_ _PRON_,320248414
l' _NOUN_,300546476
_ADJ_ .,278248355
_ADJ_ ._.,278245380
_._ _CONJ_,258659983
un _NOUN_,253354923
un_DET _NOUN_,253342123
du _NOUN_,233112612
du_ADP _NOUN_,230018997
une _NOUN_,221191173
une_DET _NOUN_,221183880
_VERB_ _PRON_,219276582
"_VERB_ ,",219149415
"_VERB_ ,_.",219147277
_VERB_ à,216915840
_VERB_ à_ADP,216915755
des_ADP _NOUN_,202741470
à _DET_,200384943
à_ADP _DET_,200384943
dans _DET_,199210560
dans_ADP _DET_,199210560
de la,197744894
de_ADP la,197710291
_VERB_ de,196868759
l'_NOUN _NOUN_,195896550
de_ADP la_DET,194775288
de la_DET,194775288
_VERB_ _NOUN_,191001860
en _NOUN_,190485457
en_ADP _NOUN_,190485300
_VERB_ de_ADP,188384224
_._ _ADV_,186448096
_ADJ_ _CONJ_,185934503
_START_ _._,184350922
_VERB_ .,179024857
_VERB_ ._.,179005361
_START_ _ADP_,171852406
_PRON_ _._,169148631
à_ADP _NOUN_,161124206
à _NOUN_,161124206
se_PRON _VERB_,160212729
se _VERB_,160212729
_ADJ_ _VERB_,159869308
qui_PRON _VERB_,159859807
qui _VERB_,159859807
_._ _._,158776291
_VERB_ _CONJ_,157284105
_ADJ_ _ADJ_,156446045
_VERB_ _ADJ_,153888999
_VERB_ pas,152786408
_VERB_ pas_ADV,152786404
_NOUN_ à,151316276
_NOUN_ à_ADP,151315967
_START_ --,150994729
_START_ --_.,150990700
des_DET _NOUN_,145581288
_VERB_ le,140113626
d' _NOUN_,134753768
_VERB_ le_DET,134550871
_VERB_ la,133278095
_PRON_ _ADV_,132528327
_VERB_ la_DET,130828816
au_ADP _NOUN_,130029967
au _NOUN_,130029967
ne _VERB_,129126448
ne_ADV _VERB_,129126448
_START_ _ADV_,128505747
de _VERB_,127218440
de_ADP _VERB_,127201864
et_CONJ _DET_,122636824
et _DET_,122636824
de l',117480207
de_ADP l',117438622
son _NOUN_,116495668
son_DET _NOUN_,116440140
et _ADP_,114798740
et_CONJ _ADP_,114798740
sur_ADP _DET_,111178643
sur _DET_,111178643
_VERB_ un,110328516
? _END_,109833634
?_. _END_,109831382
_START_ _CONJ_,108829588
_VERB_ un_DET,107854831
_START_ _VERB_,107677333
il _VERB_,107670433
il_PRON _VERB_,107670433
_VERB_ les,106627725
de l'_NOUN,104682441
de_ADP l'_NOUN,104682116
_VERB_ les_DET,104143198
_._ _ADJ_,103998121
que _DET_,101615354
et _VERB_,100617291
et_CONJ _VERB_,100617291
à _VERB_,100221570
à_ADP _VERB_,100220928
d' _DET_,99963945
_._ et_CONJ,99652202
_._ et,99652202
_VERB_ -,98455253
_PRON_ _ADP_,97010963
_VERB_ -_PRON,95184064
_START_ Il,94707594
_START_ Il_PRON,94699316
_ADJ_ _DET_,94248793
que_CONJ _DET_,93456049
_VERB_ en,92767135
_VERB_ en_ADP,89203374
_VERB_ dans,89048619
_VERB_ dans_ADP,89048619
_VERB_ que,88487208
que _PRON_,88395640
l' _VERB_,87548672
; _END_,87115267
;_. _END_,87115215
_VERB_ une,86898344
par_ADP _DET_,85735372
par _DET_,85735372
_VERB_ par,85515491
_VERB_ par_ADP,85515491
_VERB_ une_DET,85071508
_PRON_ ne_ADV,84282445
_PRON_ ne,84282445
Il_PRON _VERB_,80563117
Il _VERB_,80563117
"_PRON_ ,",79867667
"_PRON_ ,_.",79866219
_._ il,79560001
_._ il_PRON,79560001
sa _NOUN_,78062941
sa_DET _NOUN_,78055708
à la,77376705
à_ADP la,77365817
en _VERB_,76742420
_VERB_ que_CONJ,76735893
et_CONJ _PRON_,76548169
et _PRON_,76548169
à la_DET,76454189
à_ADP la_DET,76454189
et_CONJ _NOUN_,75702257
et _NOUN_,75702257
je _VERB_,75048654
je_PRON _VERB_,75048654
_VERB_ des,72689754
_VERB_ l',70637148
Le _NOUN_,69877115
Le_DET _NOUN_,69877104
de _PRON_,69556934
de_ADP _PRON_,69550079
_ADJ_ _PRON_,69364742
_VERB_ d',69327257
_._ le,68637949
ses_DET _NOUN_,68168100
ses _NOUN_,68168100
_VERB_ l'_ADV,67657495
_._ le_DET,66550210
_VERB_ des_DET,66505644
La _NOUN_,66500059
La_DET _NOUN_,66493494
ce _NOUN_,64865866
ce_DET _NOUN_,64812171
d'_ADP _DET_,64727133
a _VERB_,64636990
a_VERB _VERB_,64520872
pour_ADP _VERB_,63174479
pour _VERB_,63174479
l' _ADJ_,62511142
_X_ _._,62425090
» _._,62251888
l ',60823752
lui_PRON _VERB_,60803749
lui _VERB_,60803749
à l',60049419
à_ADP l',60037884
me _VERB_,59445044
avec_ADP _DET_,59422310
avec _DET_,59422310
plus _ADJ_,58821498
plus_ADV _ADJ_,58821496
vous _VERB_,58588734
vous_PRON _VERB_,58588734
_START_ Le,58401207
pour_ADP _DET_,58208128
pour _DET_,58208128
_START_ Le_DET,58040622
_._ la,57911461
_VERB_ sur_ADP,57427630
_VERB_ sur,57427630
_._ la_DET,57067955
nous _VERB_,56808623
nous_PRON _VERB_,56807755
_._ les,56753607
: _NOUN_,56745242
:_. _NOUN_,56745242
_PRON_ a,56519443
_PRON_ a_VERB,56514575
l _DET_,56498679
l_DET _DET_,56493736
_VERB_ au,56220645
_VERB_ au_ADP,56220645
l_DET ',56028347
l '_DET,56028347
l_DET '_DET,56028347
me_PRON _VERB_,55504289
_._ les_DET,55389013
cette_DET _NOUN_,55351032
cette _NOUN_,55351032
_PRON_ _DET_,55315308
_._ mais,54399678
_._ mais_CONJ,54399593
d' un,54273917
_PRON_ .,54247510
_PRON_ ._.,54246180
pas _VERB_,53249519
et _ADJ_,53210446
et_CONJ _ADJ_,53210446
pas_ADV _VERB_,53069926
l'_VERB _NOUN_,52961501
la _ADJ_,52791248
la_DET _ADJ_,52756190
aux _NOUN_,52755669
aux_ADP _NOUN_,52755669
Les _NOUN_,52292524
Les_DET _NOUN_,52287781
d' un_DET,52037936
_START_ Je,51254093
_START_ Je_PRON,51251611
que_CONJ _PRON_,51141796
_VERB_ et_CONJ,51111877
_VERB_ et,51111877
_PRON_ est,51102296
_PRON_ est_VERB,51102296
l'_ADV _NOUN_,50940613
_START_ La,50830181
Je _VERB_,50659243
Je_PRON _VERB_,50659243
_START_ La_DET,50640367
« _NOUN_,50534171
elle_PRON _VERB_,50521992
elle _VERB_,50521992
d'_ADJ _NOUN_,50426748
_NOUN_ sur,50394031
_NOUN_ sur_ADP,50394031
