ngram,freq
"you , "" he said",742917
"he said , "" I",665981
"you , "" she said",634693
"and said , "" I",614572
"me , "" he said",510996
"she said , "" I",481680
"said , "" I 'm",442595
"it , "" he said",437658
"me , "" she said",433789
"here , "" he said",356105
brother - in - law,346711
"it , "" she said",336017
sister - in - law,323581
"no , "" she said",295515
"no , "" he said",290196
"you , "" I said",265520
"that , "" he said",259944
"yes , "" she said",256358
mother - in - law,247494
"here , "" she said",245808
"and said , "" You",244452
"said , "" I do",243831
"thank you , "" she",238087
"know , "" he said",232244
face - to - face,232153
"I said , "" I",229741
"right , "" he said",229535
"yes , "" he said",228553
"know , "" she said",220255
"now , "" he said",218552
"that , "" she said",215085
"said , "" It 's",212910
"it , "" I said",205909
black - and - white,205745
"me , "" I said",204835
"said , "" I 'll",204235
"no , "" I said",200257
son - in - law,185676
"said , "" but I",185263
"this , "" he said",183529
father - in - law,179556
"well , "" he said",176534
"all right , "" he",172663
"right , "" she said",172301
"sorry , "" he said",170971
"he said , "" You",163484
"now , "" she said",162123
"sorry , "" she said",161398
"said , "" I have",161134
"he said , "" and",160506
matter - of - fact,160121
matter - of - factly,155989
"not , "" he said",155630
"he said , "" but",155608
"not , "" she said",155454
"there , "" he said",154993
"said , "" I think",151939
"okay , "" she said",149042
"okay , "" he said",148485
"said , "" Do not",145305
daughter - in - law,141115
"I know , "" she",136924
"all right , "" she",132112
"said , "" You 're",131596
"know , "" I said",131436
"not know , "" she",130879
"Yes , "" I said",130850
"that , "" I said",130011
"said , "" I am",128844
"said , "" That 's",128723
"I know , "" he",128114
five - year - old,127689
"this , "" she said",127210
"to me , "" he",125298
"good , "" he said",125038
"okay , "" I said",124861
"for you , "" he",124723
"well , "" she said",124682
"thank you , "" I",124573
"go , "" he said",123938
"thank you , "" he",122078
Chapter 1 Chapter 2 Chapter,120418
"him , "" she said",119683
Chapter 2 Chapter 3 Chapter,118880
"of course , "" he",118493
"not know , "" he",118169
"right , "" I said",116941
Chapter 3 Chapter 4 Chapter,116926
Chapter 4 Chapter 5 Chapter,114523
"she said , "" You",114501
"said , "" I 've",114148
"on , "" he said",113754
"of course , "" she",113256
"all right , "" said",113078
"said , "" I can",112735
"do , "" he said",112189
Chapter 5 Chapter 6 Chapter,111874
