ngram,freq
_NOUN_,6193502289
_._,3813861420
_VERB_,2491343446
_ADJ_,2011151027
",",1659228592
",_.",1658675236
_ADP_,1620885016
_CONJ_,1169287746
.,1070935484
._.,1070808595
_ADV_,969235726
_PRT_,671983840
и,495918768
--,456216883
--_.,456166216
и_CONJ,446154213
в,390757885
в_ADP,383225823
_NUM_,358328728
_X_,345725215
не,242980770
не_PRT,241472009
на,215083816
на_ADP,214669564
что,155119007
с,154785379
с_ADP,151790894
что_CONJ,135761044
»,108569187
?,108154919
?_.,108151012
«,103232615
:,93018936
:_.,92984930
»_NOUN,91101871
!,89383121
!_.,89367941
),84514379
)_.,84468444
-,83747048
«_NOUN,83702589
как,82768141
я,81636284
я_NOUN,81583471
к,78786464
к_ADP,78678660
по,78501352
(,74478000
(_.,74411313
по_ADP,72756567
он,71168696
он_NOUN,71162518
его,70069372
его_NOUN,70061591
как_CONJ,69743679
а,67581841
а_CONJ,66230966
...,64134212
..._.,64034946
из,60342885
из_ADP,60322857
от,57616566
от_ADP,57583407
это,57034592
все,53062757
за,51891283
за_ADP,51714271
это_NOUN,51261754
и_PRT,49505845
но,49426205
но_CONJ,49420421
В,48764974
же,47188563
же_PRT,46921706
у,46617688
В_ADP,46540048
у_ADP,46377500
для,46208109
для_ADP,46198569
о,45525099
о_ADP,44701023
Я,44069344
Я_NOUN,44059700
;,43770399
;_.,43770244
то,43202170
И,42724921
И_CONJ,42558912
так,40016777
-_NOUN,38960630
или,38729470
или_CONJ,38725444
было,38721090
было_VERB,38194999
А,37985660
ее,37926368
ее_NOUN,37921988
А_CONJ,36056725
она,35969907
она_NOUN,35966281
бы,33604183
их,32266666
их_NOUN,32262886
только,32079223
так_ADV,32067414
только_PRT,31794602
меня,30725184
меня_NOUN,30722472
Но,30512732
бы_PRT,30509862
Но_CONJ,30506907
еще,29773936
еще_PRT,29769829
до,28265937
был,27769613
был_VERB,27767488
мне,27349841
мне_NOUN,27346768
ты,26685480
ты_NOUN,26668449
уже,26504180
уже_PRT,26481059
до_ADP,26429656
они,26396649
они_NOUN,26393584
мы,25831193
мы_NOUN,25827553
Он,25438243
Он_NOUN,25436149
чтобы,25080757
чтобы_CONJ,25077715
-_ADJ,24687114
когда,22750060
если,21751437
если_CONJ,21749034
когда_CONJ,21546377
все_ADJ,21526444
при,20999165
при_ADP,20939571
вы,20784469
вы_NOUN,20776786
все_NOUN,19784064
то_CONJ,19505849
время,19233016
что_NOUN,19230652
ему,18950560
ему_NOUN,18948656
¿,18773239
Не,18416997
Не_PRT,18411840
быть,18307717
быть_VERB,18301093
Это,18252326
ни,18246126
себя,18235084
себя_NOUN,18233086
даже,17944740
даже_PRT,17943178
Это_NOUN,17793262
может,17769745
может_VERB,17765388
¿_X,17734735
была,17418201
была_VERB,17416473
"""",17231928
"""_.",17223705
со,17141396
со_ADP,17063500
были,16881277
были_VERB,16852076
чем,16690594
есть,16683634
того,16482503
во,16240323
1,16052975
будет,15813694
будет_VERB,15810086
во_ADP,15677575
На,15530854
этого,15517004
него,15488362
На_ADP,15487350
него_NOUN,15486984
этом,15317015
очень,15298248
очень_ADV,15296391
1_NUM,15102174
под,14966851
под_ADP,14965081
время_NOUN,14867144
можно,14747284
можно_ADV,14744597
¶,14682490
ли,14517833
¶_X,14296621
Да,14235001
которые,14201854
которые_NOUN,14199805
¹,14065019
то_NOUN,13984170
том,13884202
раз,13814009
¹_X,13576562
того_NOUN,13366355
Она,13281402
Она_NOUN,13280262
Как,13254073
есть_VERB,13243854
где,13209829
где_ADV,13207978
нас,13092646
без,13091561
нас_NOUN,13090905
без_ADP,13019646
нет,12976606
себе,12966131
себе_NOUN,12939605
г.,12856930
г._NOUN,12840200
более,12830372
2,12828809
более_ADV,12828721
±,12678359
нет_VERB,12648546
них,12582738
них_NOUN,12581273
как_ADV,12533101
Если,12498139
Если_CONJ,12496727
ли_PRT,12434074
сказал,12432555
сказал_VERB,12431613
¾,12280018
±_X,12163998
»_X,12122344
который,12049491
который_NOUN,12047948
Что,12047602
¾_X,12044621
тебя,12007104
тебя_NOUN,12005405
2_NUM,11820994
Что_NOUN,11782273
/,11764215
после,11744435
после_ADP,11573098
Ты,11537313
Ты_NOUN,11534835
там,11440022
там_ADV,11438042
этот,11381259
этот_ADJ,11379805
всех,11158410
больше,10885558
больше_ADV,10842217
раз_NOUN,10801216
/_.,10700846
жизни,10697623
жизни_NOUN,10694769
тем,10530217
вот,10524500
вот_PRT,10521148
Так,10442269
Да_PRT,10351223
всего,10272047
ничего,10271932
также,10271870
-_ADV,10214691
просто,10199556
вас,10098011
вас_NOUN,10096451
один,10077434
кто,10067377
кто_NOUN,10065637
У,10048133
С,10044396
через,10040143
через_ADP,10038563
этом_NOUN,9972570
тебе,9934378
тебе_NOUN,9933250
У_ADP,9903209
Ну,9890074
да,9862714
ничего_NOUN,9840365
Все,9757646
ей,9739436
ей_NOUN,9738328
том_NOUN,9736541
своей,9699521
своей_ADJ,9697864
здесь,9655898
здесь_ADV,9654935
тоже,9532368
тоже_PRT,9531029
чем_CONJ,9515840
человек,9501597
Ну_ADV,9501002
человек_NOUN,9500688
тут,9480202
тут_ADV,9476670
об,9471439
об_ADP,9469954
Мы,9415566
Мы_NOUN,9414322
им,9412914
им_NOUN,9411824
